time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(83, 83)",9,30
3,D2,"(34, 59)",7,27
4,D3,"(36, 56)",1,12
7,D4,"(20, 89)",5,29
8,D5,"(62, 49)",4,14
9,D6,"(88, 35)",9,28
12,D7,"(7, 64)",8,25
16,D8,"(52, 49)",5,14
20,D9,"(3, 24)",2,26
21,D10,"(42, 3)",1,26
22,D11,"(74, 15)",9,26
24,D12,"(23, 68)",6,13
25,D13,"(25, 73)",6,23
26,D14,"(86, 80)",7,24
27,D15,"(31, 59)",0,15
28,D16,"(75, 78)",2,21
30,D17,"(28, 78)",2,13
32,D18,"(18, 37)",1,28
35,D19,"(24, 24)",7,12
37,D20,"(12, 44)",7,20
38,D21,"(24, 31)",7,18
40,D22,"(94, 90)",5,20
42,D23,"(38, 67)",6,18
45,D24,"(13, 95)",3,23
46,D25,"(68, 93)",0,16
47,D26,"(98, 26)",5,12
48,D27,"(29, 20)",2,27
49,D28,"(36, 31)",5,17
50,D29,"(64, 64)",5,19
52,D30,"(68, 5)",7,25
55,D31,"(16, 18)",1,30
61,D32,"(75, 29)",6,30
63,D33,"(87, 15)",8,10
65,D34,"(48, 10)",9,25
66,D35,"(77, 42)",3,28
67,D36,"(66, 30)",5,24
70,D37,"(88, 94)",2,30
73,D38,"(94, 58)",3,30
79,D39,"(96, 11)",4,11
81,D40,"(97, 2)",0,22
82,D41,"(94, 50)",1,19
83,D42,"(22, 4)",0,27
85,D43,"(65, 7)",1,23
86,D44,"(16, 86)",1,20
87,D45,"(55, 39)",5,20
90,D46,"(9, 49)",8,16
91,D47,"(48, 39)",7,15
97,D48,"(77, 85)",6,28
98,D49,"(22, 56)",3,14
