time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(64, 39)",9,14
3,D2,"(52, 50)",5,16
7,D3,"(30, 9)",0,26
9,D4,"(33, 63)",3,21
10,D5,"(74, 39)",9,23
12,D6,"(72, 37)",0,24
16,D7,"(48, 5)",0,23
19,D8,"(5, 13)",3,17
20,D9,"(1, 81)",6,14
21,D10,"(5, 72)",3,23
23,D11,"(8, 58)",8,13
25,D12,"(100, 0)",6,17
29,D13,"(55, 71)",3,15
31,D14,"(90, 44)",2,12
38,D15,"(100, 9)",9,13
39,D16,"(55, 50)",6,23
40,D17,"(98, 4)",3,24
41,D18,"(99, 30)",1,15
43,D19,"(11, 0)",1,15
44,D20,"(59, 73)",1,14
46,D21,"(5, 19)",8,23
47,D22,"(38, 16)",5,25
48,D23,"(30, 67)",0,21
50,D24,"(94, 60)",9,30
54,D25,"(46, 49)",2,26
55,D26,"(83, 36)",1,28
58,D27,"(57, 2)",2,17
63,D28,"(61, 51)",8,21
65,D29,"(28, 59)",6,25
67,D30,"(27, 82)",0,25
68,D31,"(54, 92)",0,28
69,D32,"(13, 27)",8,13
77,D33,"(35, 77)",9,28
78,D34,"(2, 22)",8,10
79,D35,"(83, 62)",5,11
80,D36,"(54, 32)",5,18
81,D37,"(91, 13)",7,13
84,D38,"(35, 94)",5,30
86,D39,"(42, 83)",4,26
87,D40,"(81, 1)",9,27
88,D41,"(45, 86)",5,22
91,D42,"(67, 85)",5,17
92,D43,"(65, 58)",9,25
98,D44,"(17, 54)",9,25
