time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(23, 94)",1,12
2,E2,"(77, 52)",5,21
3,E3,"(37, 3)",0,29
10,E4,"(77, 99)",4,30
11,E5,"(58, 7)",2,10
12,E6,"(44, 67)",4,30
14,E7,"(65, 68)",4,25
15,E8,"(69, 30)",8,15
18,E9,"(32, 34)",1,20
19,E10,"(96, 82)",6,22
20,E11,"(11, 89)",8,11
21,E12,"(47, 79)",3,30
22,E13,"(72, 94)",3,12
23,E14,"(77, 24)",1,30
24,E15,"(23, 39)",4,25
25,E16,"(93, 42)",7,19
26,E17,"(56, 79)",8,26
27,E18,"(17, 48)",8,14
28,E19,"(89, 55)",7,18
31,E20,"(22, 70)",1,16
32,E21,"(43, 1)",3,21
34,E22,"(89, 13)",2,13
37,E23,"(19, 77)",1,20
38,E24,"(87, 10)",5,21
40,E25,"(19, 85)",2,28
41,E26,"(52, 72)",0,15
42,E27,"(27, 55)",4,21
47,E28,"(79, 0)",5,10
51,E29,"(50, 18)",9,15
53,E30,"(55, 83)",6,19
54,E31,"(81, 21)",4,10
56,E32,"(9, 13)",2,25
57,E33,"(93, 42)",2,14
60,E34,"(93, 48)",2,24
64,E35,"(13, 74)",6,29
65,E36,"(95, 67)",3,22
66,E37,"(31, 39)",6,12
67,E38,"(79, 54)",8,29
69,E39,"(28, 62)",0,19
70,E40,"(52, 6)",5,10
73,E41,"(49, 94)",5,20
75,E42,"(93, 1)",0,10
76,E43,"(93, 98)",2,25
77,E44,"(43, 21)",3,14
78,E45,"(38, 74)",0,25
80,E46,"(93, 84)",1,12
81,E47,"(83, 11)",7,16
82,E48,"(47, 66)",5,30
85,E49,"(3, 7)",2,12
87,E50,"(13, 88)",0,22
88,E51,"(28, 44)",2,10
91,E52,"(35, 34)",0,12
92,E53,"(85, 19)",2,24
93,E54,"(44, 10)",8,20
