time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(100, 49)",1,29
2,D2,"(60, 3)",5,16
3,D3,"(89, 83)",1,17
4,D4,"(57, 37)",5,14
5,D5,"(39, 76)",6,21
6,D6,"(78, 13)",9,16
7,D7,"(49, 4)",0,14
10,D8,"(78, 90)",6,20
12,D9,"(61, 65)",2,25
14,D10,"(62, 87)",9,30
15,D11,"(39, 42)",0,12
18,D12,"(9, 62)",2,21
19,D13,"(7, 8)",9,26
22,D14,"(10, 23)",5,13
23,D15,"(70, 96)",6,19
25,D16,"(60, 73)",7,29
27,D17,"(96, 70)",6,23
28,D18,"(50, 74)",5,23
29,D19,"(21, 21)",7,16
30,D20,"(46, 75)",9,14
31,D21,"(49, 38)",3,24
32,D22,"(31, 98)",8,25
33,D23,"(40, 60)",6,20
34,D24,"(100, 9)",1,20
35,D25,"(95, 17)",9,13
36,D26,"(43, 42)",0,16
39,D27,"(52, 71)",4,29
41,D28,"(36, 87)",0,18
42,D29,"(54, 95)",7,30
46,D30,"(7, 54)",2,30
47,D31,"(93, 86)",4,25
49,D32,"(25, 49)",1,21
52,D33,"(83, 67)",5,28
54,D34,"(43, 29)",0,11
56,D35,"(90, 34)",4,22
59,D36,"(47, 44)",0,17
65,D37,"(15, 94)",2,14
66,D38,"(13, 59)",9,15
68,D39,"(17, 82)",0,24
70,D40,"(39, 12)",0,17
72,D41,"(95, 75)",7,21
74,D42,"(65, 54)",5,12
75,D43,"(93, 25)",0,10
77,D44,"(93, 58)",6,19
81,D45,"(72, 35)",7,19
84,D46,"(68, 85)",8,30
85,D47,"(24, 5)",8,14
86,D48,"(77, 24)",4,29
91,D49,"(100, 22)",5,16
92,D50,"(73, 4)",7,21
93,D51,"(63, 38)",5,24
