time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(83, 27)",8,16
2,E2,"(62, 1)",2,30
4,E3,"(57, 77)",0,12
5,E4,"(3, 81)",0,30
6,E5,"(81, 19)",2,14
8,E6,"(63, 62)",6,19
10,E7,"(91, 25)",7,10
11,E8,"(91, 88)",5,17
19,E9,"(43, 77)",0,27
23,E10,"(86, 73)",0,30
25,E11,"(11, 79)",4,14
30,E12,"(11, 87)",2,11
31,E13,"(67, 8)",2,29
32,E14,"(8, 29)",2,11
34,E15,"(45, 8)",9,24
37,E16,"(69, 24)",4,20
38,E17,"(7, 53)",4,14
39,E18,"(23, 50)",4,11
40,E19,"(71, 65)",4,23
42,E20,"(80, 8)",3,26
43,E21,"(17, 8)",7,11
48,E22,"(86, 80)",2,28
49,E23,"(47, 17)",2,27
50,E24,"(50, 28)",2,23
51,E25,"(19, 78)",8,24
52,E26,"(74, 24)",3,26
54,E27,"(30, 61)",4,24
56,E28,"(53, 61)",2,27
57,E29,"(20, 85)",1,23
58,E30,"(35, 28)",5,10
59,E31,"(33, 64)",7,27
60,E32,"(38, 97)",4,12
61,E33,"(83, 10)",7,18
62,E34,"(15, 50)",7,25
64,E35,"(58, 69)",4,19
65,E36,"(79, 48)",7,11
66,E37,"(41, 28)",8,25
69,E38,"(86, 78)",6,19
70,E39,"(72, 95)",7,21
72,E40,"(61, 72)",4,11
73,E41,"(38, 30)",8,24
74,E42,"(65, 53)",4,28
75,E43,"(20, 72)",5,16
76,E44,"(90, 6)",6,28
77,E45,"(8, 42)",8,27
78,E46,"(3, 73)",2,16
79,E47,"(77, 41)",0,26
80,E48,"(25, 90)",0,23
81,E49,"(67, 99)",7,20
82,E50,"(38, 46)",2,29
84,E51,"(55, 72)",4,20
85,E52,"(51, 45)",0,11
88,E53,"(76, 46)",5,16
90,E54,"(63, 20)",2,30
91,E55,"(96, 79)",3,28
92,E56,"(3, 66)",2,18
94,E57,"(91, 23)",5,21
95,E58,"(95, 71)",6,18
96,E59,"(40, 23)",6,23
