time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(92, 2)",4,15
2,E2,"(26, 76)",3,17
3,E3,"(88, 47)",5,18
4,E4,"(65, 68)",0,23
8,E5,"(96, 100)",5,27
10,E6,"(54, 49)",0,18
11,E7,"(44, 0)",4,22
15,E8,"(43, 50)",8,12
20,E9,"(41, 68)",1,29
21,E10,"(91, 40)",8,11
23,E11,"(72, 38)",0,21
24,E12,"(50, 37)",1,27
26,E13,"(77, 35)",7,10
30,E14,"(7, 28)",5,29
31,E15,"(68, 7)",2,17
32,E16,"(13, 59)",4,11
33,E17,"(52, 21)",4,25
36,E18,"(54, 20)",0,23
40,E19,"(53, 47)",5,27
41,E20,"(36, 93)",1,23
46,E21,"(73, 6)",0,21
51,E22,"(26, 13)",2,21
55,E23,"(47, 59)",4,18
60,E24,"(47, 62)",5,28
62,E25,"(43, 51)",4,21
65,E26,"(84, 22)",6,30
66,E27,"(96, 24)",1,17
67,E28,"(16, 1)",5,11
70,E29,"(10, 54)",3,10
75,E30,"(19, 12)",7,12
76,E31,"(51, 23)",1,19
78,E32,"(21, 30)",1,18
79,E33,"(55, 88)",8,29
82,E34,"(71, 43)",4,15
83,E35,"(29, 32)",4,14
86,E36,"(32, 68)",2,30
87,E37,"(36, 14)",8,26
88,E38,"(15, 54)",3,27
89,E39,"(78, 21)",9,30
93,E40,"(88, 14)",2,24
95,E41,"(68, 59)",1,16
97,E42,"(73, 83)",3,13
99,E43,"(86, 99)",3,19
