time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(52, 20)",6,10
2,D2,"(23, 25)",3,10
4,D3,"(78, 78)",2,23
8,D4,"(99, 73)",9,23
11,D5,"(12, 49)",4,11
12,D6,"(68, 67)",4,12
14,D7,"(87, 89)",9,15
17,D8,"(83, 61)",9,26
18,D9,"(23, 59)",1,12
19,D10,"(59, 51)",1,23
20,D11,"(52, 99)",3,26
21,D12,"(8, 79)",0,18
22,D13,"(80, 96)",7,14
23,D14,"(65, 6)",6,24
25,D15,"(91, 98)",6,30
26,D16,"(46, 44)",8,19
27,D17,"(29, 7)",6,26
28,D18,"(34, 11)",4,23
29,D19,"(36, 90)",1,14
31,D20,"(4, 2)",3,17
32,D21,"(1, 81)",0,24
33,D22,"(42, 1)",4,11
35,D23,"(96, 4)",7,19
41,D24,"(74, 63)",0,25
43,D25,"(54, 13)",7,28
44,D26,"(61, 7)",0,17
45,D27,"(38, 74)",6,19
46,D28,"(94, 7)",7,27
48,D29,"(99, 91)",7,15
50,D30,"(25, 46)",0,19
51,D31,"(74, 2)",3,21
52,D32,"(7, 72)",7,20
53,D33,"(53, 89)",2,12
63,D34,"(81, 11)",3,13
65,D35,"(32, 29)",2,27
67,D36,"(7, 71)",7,19
68,D37,"(30, 30)",1,18
70,D38,"(22, 67)",5,30
71,D39,"(55, 15)",6,24
72,D40,"(39, 66)",8,22
73,D41,"(61, 52)",3,23
75,D42,"(84, 61)",1,20
76,D43,"(18, 52)",4,14
78,D44,"(40, 15)",9,16
79,D45,"(57, 19)",2,23
81,D46,"(37, 74)",2,20
87,D47,"(38, 28)",6,28
88,D48,"(57, 40)",0,14
90,D49,"(26, 65)",9,11
91,D50,"(42, 70)",9,27
94,D51,"(37, 55)",1,28
99,D52,"(66, 97)",7,20
