time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(69, 13)",1,24
1,D2,"(22, 93)",3,10
2,D3,"(19, 78)",9,30
5,D4,"(77, 90)",2,25
12,D5,"(100, 28)",7,14
13,D6,"(40, 54)",4,28
16,D7,"(83, 13)",8,23
17,D8,"(84, 25)",5,20
19,D9,"(34, 18)",9,22
20,D10,"(74, 26)",1,30
21,D11,"(77, 85)",9,14
23,D12,"(50, 75)",4,15
25,D13,"(14, 4)",8,18
27,D14,"(20, 32)",7,11
33,D15,"(40, 89)",0,28
34,D16,"(74, 28)",0,16
36,D17,"(100, 13)",4,21
37,D18,"(62, 72)",1,24
40,D19,"(14, 13)",0,30
42,D20,"(24, 67)",4,14
44,D21,"(66, 10)",1,19
45,D22,"(70, 29)",2,17
47,D23,"(41, 85)",3,22
48,D24,"(90, 32)",2,10
49,D25,"(35, 74)",5,20
51,D26,"(91, 48)",2,23
53,D27,"(53, 83)",7,16
56,D28,"(83, 37)",4,17
57,D29,"(14, 27)",5,27
60,D30,"(27, 44)",0,20
61,D31,"(63, 98)",4,26
62,D32,"(36, 12)",3,17
63,D33,"(70, 76)",7,13
64,D34,"(22, 91)",9,17
68,D35,"(62, 92)",4,16
69,D36,"(56, 5)",6,30
71,D37,"(35, 55)",6,11
73,D38,"(90, 8)",7,14
74,D39,"(30, 91)",1,15
75,D40,"(29, 90)",5,22
77,D41,"(4, 8)",3,22
82,D42,"(18, 62)",5,14
83,D43,"(35, 67)",7,18
84,D44,"(83, 74)",0,13
85,D45,"(97, 96)",3,10
87,D46,"(95, 67)",2,18
89,D47,"(34, 51)",9,22
96,D48,"(60, 11)",1,12
99,D49,"(77, 81)",1,11
