time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(34, 68)",2,18
1,D2,"(93, 9)",6,23
2,D3,"(87, 1)",6,12
3,D4,"(16, 91)",0,15
5,D5,"(92, 69)",5,11
6,D6,"(21, 92)",0,13
7,D7,"(27, 75)",0,29
10,D8,"(81, 91)",3,15
11,D9,"(23, 88)",0,22
13,D10,"(67, 67)",2,15
17,D11,"(9, 63)",0,24
18,D12,"(37, 28)",4,21
19,D13,"(87, 93)",2,20
20,D14,"(15, 42)",8,23
21,D15,"(91, 33)",0,11
22,D16,"(81, 40)",8,25
26,D17,"(19, 100)",0,11
29,D18,"(29, 2)",7,29
30,D19,"(61, 77)",3,23
32,D20,"(40, 26)",2,21
33,D21,"(17, 6)",2,28
36,D22,"(68, 79)",8,25
39,D23,"(33, 16)",0,22
40,D24,"(24, 74)",1,14
42,D25,"(14, 23)",9,10
44,D26,"(97, 10)",8,17
46,D27,"(29, 46)",8,23
47,D28,"(42, 63)",9,28
49,D29,"(33, 9)",1,19
50,D30,"(58, 47)",2,21
51,D31,"(76, 36)",4,29
52,D32,"(30, 26)",9,24
54,D33,"(33, 66)",0,11
62,D34,"(51, 8)",5,25
63,D35,"(40, 9)",5,14
64,D36,"(58, 4)",2,30
65,D37,"(55, 92)",5,30
66,D38,"(75, 9)",4,23
70,D39,"(67, 21)",3,15
71,D40,"(11, 45)",6,18
72,D41,"(65, 86)",8,14
73,D42,"(0, 45)",1,17
75,D43,"(1, 74)",3,16
81,D44,"(4, 58)",7,20
82,D45,"(91, 97)",7,20
83,D46,"(19, 78)",1,25
84,D47,"(83, 67)",8,22
85,D48,"(71, 92)",0,22
88,D49,"(56, 46)",7,10
91,D50,"(55, 34)",2,14
92,D51,"(70, 92)",2,29
99,D52,"(70, 13)",0,24
