time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(60, 98)",9,25
3,E2,"(70, 41)",7,15
5,E3,"(87, 55)",5,18
6,E4,"(61, 45)",6,15
7,E5,"(15, 50)",0,27
9,E6,"(49, 76)",4,10
10,E7,"(29, 18)",1,28
14,E8,"(56, 25)",2,16
15,E9,"(71, 36)",9,17
19,E10,"(10, 97)",0,26
26,E11,"(92, 48)",9,21
29,E12,"(97, 20)",8,30
30,E13,"(41, 34)",6,16
38,E14,"(62, 36)",5,24
40,E15,"(58, 14)",3,20
42,E16,"(35, 7)",5,24
45,E17,"(91, 33)",3,12
46,E18,"(12, 60)",5,14
47,E19,"(59, 44)",8,11
49,E20,"(19, 69)",0,25
50,E21,"(18, 9)",9,14
51,E22,"(70, 7)",0,12
52,E23,"(81, 99)",7,13
56,E24,"(40, 1)",3,25
58,E25,"(18, 41)",5,23
59,E26,"(85, 83)",0,14
61,E27,"(56, 84)",3,26
62,E28,"(98, 93)",1,30
65,E29,"(90, 100)",3,10
66,E30,"(54, 12)",8,13
68,E31,"(51, 48)",5,26
71,E32,"(100, 7)",7,27
73,E33,"(4, 14)",7,21
74,E34,"(35, 39)",0,18
75,E35,"(40, 56)",9,13
77,E36,"(58, 90)",7,30
78,E37,"(25, 68)",5,15
81,E38,"(84, 48)",4,10
85,E39,"(78, 43)",1,18
86,E40,"(82, 99)",4,24
88,E41,"(100, 0)",8,14
89,E42,"(20, 54)",2,19
94,E43,"(55, 36)",6,11
99,E44,"(30, 64)",5,17
