time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(16, 57)",5,23
3,D2,"(30, 80)",6,16
4,D3,"(23, 50)",4,19
7,D4,"(9, 0)",9,10
8,D5,"(33, 86)",0,30
9,D6,"(99, 80)",1,16
12,D7,"(8, 80)",2,13
15,D8,"(95, 3)",1,29
16,D9,"(68, 52)",6,30
17,D10,"(85, 62)",3,29
19,D11,"(26, 78)",0,28
20,D12,"(74, 15)",0,29
21,D13,"(60, 74)",2,30
23,D14,"(84, 84)",2,27
25,D15,"(1, 31)",8,21
26,D16,"(52, 77)",1,12
27,D17,"(71, 14)",0,22
28,D18,"(78, 46)",0,14
29,D19,"(81, 21)",4,28
33,D20,"(11, 0)",4,17
34,D21,"(22, 85)",2,18
35,D22,"(77, 35)",4,17
40,D23,"(83, 4)",8,13
41,D24,"(75, 45)",3,16
44,D25,"(69, 61)",1,27
47,D26,"(59, 35)",4,29
48,D27,"(89, 79)",6,29
49,D28,"(95, 93)",8,25
50,D29,"(58, 17)",3,25
52,D30,"(99, 33)",0,13
55,D31,"(88, 98)",1,12
59,D32,"(15, 28)",2,28
61,D33,"(42, 62)",5,19
62,D34,"(32, 61)",1,14
63,D35,"(75, 10)",0,21
65,D36,"(17, 32)",8,24
66,D37,"(23, 27)",6,23
67,D38,"(69, 11)",4,30
69,D39,"(37, 73)",3,13
71,D40,"(17, 76)",6,25
72,D41,"(60, 28)",2,30
75,D42,"(73, 57)",6,17
76,D43,"(66, 10)",6,16
79,D44,"(38, 34)",1,17
81,D45,"(8, 95)",1,14
83,D46,"(87, 94)",4,22
87,D47,"(41, 16)",8,29
88,D48,"(20, 57)",6,18
92,D49,"(2, 70)",2,12
93,D50,"(89, 21)",6,19
94,D51,"(59, 85)",0,22
95,D52,"(84, 61)",8,26
97,D53,"(35, 95)",4,29
98,D54,"(32, 24)",0,21
99,D55,"(88, 18)",7,21
