time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(0, 20)",5,28
1,D2,"(87, 30)",7,30
4,D3,"(71, 63)",3,18
7,D4,"(2, 50)",5,25
8,D5,"(62, 32)",9,29
9,D6,"(78, 53)",7,14
10,D7,"(6, 32)",3,23
11,D8,"(15, 52)",3,26
12,D9,"(20, 72)",7,17
13,D10,"(0, 1)",7,22
16,D11,"(81, 26)",9,27
18,D12,"(66, 27)",8,27
19,D13,"(51, 92)",6,21
21,D14,"(79, 18)",3,18
22,D15,"(77, 73)",5,10
25,D16,"(36, 66)",1,28
27,D17,"(99, 32)",1,15
33,D18,"(23, 87)",5,27
34,D19,"(73, 16)",7,29
36,D20,"(50, 22)",7,11
40,D21,"(68, 17)",7,11
42,D22,"(23, 62)",5,15
43,D23,"(78, 89)",4,12
44,D24,"(88, 17)",9,26
45,D25,"(36, 74)",7,29
47,D26,"(80, 35)",9,16
49,D27,"(64, 76)",8,11
51,D28,"(21, 32)",8,25
53,D29,"(29, 48)",1,22
55,D30,"(46, 17)",6,27
59,D31,"(10, 80)",7,16
62,D32,"(73, 59)",8,26
64,D33,"(20, 54)",6,22
65,D34,"(56, 94)",0,19
67,D35,"(3, 71)",4,11
69,D36,"(75, 47)",5,18
70,D37,"(82, 3)",2,27
72,D38,"(24, 85)",5,18
74,D39,"(5, 10)",2,29
75,D40,"(12, 37)",2,10
76,D41,"(25, 12)",4,22
80,D42,"(97, 70)",5,27
82,D43,"(1, 16)",4,22
83,D44,"(77, 52)",4,16
85,D45,"(75, 73)",3,29
86,D46,"(46, 60)",1,25
87,D47,"(36, 45)",8,11
88,D48,"(85, 70)",8,19
89,D49,"(4, 32)",2,17
94,D50,"(76, 26)",4,10
95,D51,"(69, 59)",3,21
99,D52,"(32, 13)",6,27
