time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(97, 14)",9,16
3,D2,"(19, 36)",3,12
4,D3,"(59, 94)",9,16
6,D4,"(15, 10)",7,22
8,D5,"(66, 96)",5,13
14,D6,"(13, 95)",2,14
15,D7,"(19, 83)",4,10
16,D8,"(97, 39)",2,23
18,D9,"(64, 81)",1,23
19,D10,"(59, 66)",3,12
22,D11,"(49, 80)",7,12
23,D12,"(35, 64)",8,30
24,D13,"(13, 17)",7,11
28,D14,"(67, 15)",6,23
29,D15,"(78, 5)",4,25
30,D16,"(85, 76)",0,21
31,D17,"(40, 27)",1,23
37,D18,"(51, 79)",4,17
38,D19,"(43, 17)",2,12
39,D20,"(0, 93)",0,10
41,D21,"(20, 55)",7,19
43,D22,"(86, 68)",1,27
44,D23,"(59, 36)",5,10
45,D24,"(13, 55)",3,10
47,D25,"(56, 52)",4,26
48,D26,"(93, 18)",2,17
49,D27,"(19, 78)",0,26
50,D28,"(84, 98)",3,28
51,D29,"(56, 98)",0,22
52,D30,"(5, 77)",1,29
54,D31,"(83, 85)",8,19
56,D32,"(91, 54)",1,24
57,D33,"(93, 25)",1,27
58,D34,"(57, 46)",3,17
60,D35,"(66, 67)",9,28
62,D36,"(74, 26)",3,14
68,D37,"(93, 54)",1,17
69,D38,"(25, 39)",0,23
70,D39,"(48, 85)",4,26
71,D40,"(18, 61)",4,18
72,D41,"(80, 9)",6,23
74,D42,"(64, 17)",3,26
75,D43,"(90, 58)",6,25
77,D44,"(55, 62)",9,26
80,D45,"(12, 65)",7,14
81,D46,"(20, 0)",7,13
83,D47,"(16, 57)",7,27
85,D48,"(54, 8)",6,25
87,D49,"(82, 51)",9,23
88,D50,"(78, 12)",2,17
89,D51,"(96, 33)",6,15
93,D52,"(98, 10)",9,17
96,D53,"(97, 48)",3,27
97,D54,"(85, 81)",4,29
98,D55,"(42, 76)",1,30
