time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(45, 40)",9,25
3,E2,"(81, 22)",4,20
4,E3,"(79, 37)",9,10
9,E4,"(52, 6)",0,12
17,E5,"(47, 0)",3,11
19,E6,"(29, 25)",3,12
20,E7,"(85, 66)",4,16
22,E8,"(49, 42)",2,14
24,E9,"(56, 44)",7,23
25,E10,"(80, 33)",9,29
27,E11,"(9, 0)",3,10
28,E12,"(93, 26)",2,21
29,E13,"(98, 0)",4,21
31,E14,"(47, 68)",1,20
32,E15,"(59, 43)",1,27
33,E16,"(26, 75)",8,29
35,E17,"(80, 22)",5,22
36,E18,"(58, 35)",7,16
37,E19,"(0, 35)",2,18
38,E20,"(72, 63)",8,18
42,E21,"(76, 45)",2,19
43,E22,"(18, 86)",3,14
46,E23,"(96, 63)",4,12
47,E24,"(3, 77)",7,16
49,E25,"(48, 48)",4,16
52,E26,"(30, 22)",4,28
56,E27,"(61, 67)",0,30
58,E28,"(75, 95)",4,13
59,E29,"(42, 53)",0,27
60,E30,"(8, 45)",2,14
65,E31,"(46, 98)",6,21
66,E32,"(49, 99)",3,15
70,E33,"(68, 95)",9,25
71,E34,"(75, 36)",3,29
72,E35,"(69, 59)",4,21
73,E36,"(85, 97)",0,13
74,E37,"(40, 46)",6,10
76,E38,"(83, 5)",9,30
82,E39,"(61, 72)",2,10
83,E40,"(96, 25)",4,15
85,E41,"(83, 89)",9,14
87,E42,"(64, 37)",5,14
88,E43,"(49, 46)",3,18
91,E44,"(1, 98)",4,20
93,E45,"(73, 98)",8,14
95,E46,"(76, 57)",7,13
97,E47,"(26, 95)",0,26
98,E48,"(47, 89)",0,29
