time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(23, 12)",7,27
2,D2,"(38, 16)",2,17
5,D3,"(79, 64)",2,12
7,D4,"(56, 39)",7,15
8,D5,"(97, 71)",6,14
9,D6,"(44, 6)",2,16
11,D7,"(99, 40)",8,17
12,D8,"(25, 95)",3,18
13,D9,"(11, 83)",1,22
17,D10,"(15, 27)",2,22
21,D11,"(79, 95)",3,21
24,D12,"(44, 86)",0,26
26,D13,"(27, 41)",3,21
30,D14,"(39, 75)",3,18
31,D15,"(96, 32)",8,23
35,D16,"(49, 70)",6,12
36,D17,"(46, 32)",2,29
37,D18,"(74, 58)",8,25
38,D19,"(71, 19)",8,28
39,D20,"(54, 7)",8,27
40,D21,"(44, 28)",8,17
44,D22,"(81, 3)",6,20
47,D23,"(36, 47)",3,27
48,D24,"(19, 6)",9,23
49,D25,"(71, 35)",7,11
50,D26,"(20, 66)",8,17
51,D27,"(88, 80)",0,20
53,D28,"(34, 60)",9,23
55,D29,"(27, 31)",4,17
59,D30,"(100, 48)",2,20
60,D31,"(47, 44)",9,12
67,D32,"(49, 97)",4,16
68,D33,"(21, 74)",8,27
72,D34,"(30, 21)",6,16
73,D35,"(96, 74)",5,14
75,D36,"(59, 45)",2,30
76,D37,"(65, 33)",4,13
77,D38,"(29, 35)",0,30
79,D39,"(87, 18)",5,11
80,D40,"(60, 67)",6,14
82,D41,"(65, 49)",6,23
84,D42,"(12, 44)",3,10
91,D43,"(24, 62)",8,21
92,D44,"(80, 77)",5,15
93,D45,"(23, 78)",1,12
97,D46,"(91, 8)",3,29
98,D47,"(75, 65)",4,17
