time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(84, 16)",8,28
3,D2,"(38, 63)",9,25
5,D3,"(69, 43)",4,14
8,D4,"(63, 13)",2,13
11,D5,"(20, 3)",1,16
12,D6,"(5, 41)",0,21
15,D7,"(48, 59)",8,14
16,D8,"(3, 6)",9,16
20,D9,"(9, 12)",5,30
23,D10,"(99, 33)",9,30
26,D11,"(68, 61)",2,29
28,D12,"(79, 43)",0,28
29,D13,"(66, 15)",2,19
31,D14,"(58, 64)",7,14
32,D15,"(69, 24)",3,24
34,D16,"(87, 50)",3,25
35,D17,"(76, 91)",0,30
36,D18,"(49, 36)",4,20
37,D19,"(84, 7)",8,28
38,D20,"(97, 51)",6,17
39,D21,"(75, 21)",9,17
40,D22,"(78, 4)",8,22
41,D23,"(44, 10)",9,22
42,D24,"(35, 58)",5,19
43,D25,"(86, 12)",7,18
47,D26,"(94, 54)",0,18
49,D27,"(53, 66)",1,14
53,D28,"(92, 67)",2,12
54,D29,"(19, 36)",4,10
55,D30,"(95, 39)",6,30
58,D31,"(11, 56)",8,12
61,D32,"(48, 19)",9,16
63,D33,"(41, 3)",6,17
65,D34,"(51, 49)",3,28
66,D35,"(94, 46)",4,13
69,D36,"(9, 85)",3,10
70,D37,"(13, 27)",0,10
71,D38,"(2, 58)",8,15
73,D39,"(42, 42)",6,11
77,D40,"(59, 36)",4,21
80,D41,"(38, 33)",2,22
82,D42,"(65, 5)",4,10
83,D43,"(27, 76)",5,14
85,D44,"(89, 56)",0,24
86,D45,"(27, 66)",7,17
88,D46,"(14, 84)",9,17
89,D47,"(66, 15)",8,25
90,D48,"(16, 27)",7,25
91,D49,"(38, 2)",4,28
92,D50,"(60, 72)",5,27
94,D51,"(76, 60)",4,30
96,D52,"(56, 89)",0,10
