time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(27, 14)",7,19
2,E2,"(56, 16)",0,17
5,E3,"(38, 20)",9,16
6,E4,"(17, 33)",7,16
8,E5,"(76, 22)",9,16
9,E6,"(82, 25)",2,19
10,E7,"(11, 97)",7,15
11,E8,"(30, 90)",9,26
12,E9,"(54, 73)",0,30
14,E10,"(41, 70)",9,26
15,E11,"(75, 6)",6,28
16,E12,"(32, 6)",8,15
17,E13,"(8, 37)",1,10
18,E14,"(53, 66)",1,26
19,E15,"(63, 94)",0,17
21,E16,"(88, 87)",6,22
24,E17,"(58, 12)",6,30
25,E18,"(83, 39)",4,15
26,E19,"(52, 29)",4,15
28,E20,"(81, 83)",7,24
29,E21,"(31, 89)",2,25
30,E22,"(94, 45)",6,18
33,E23,"(40, 59)",7,10
34,E24,"(16, 38)",2,10
35,E25,"(95, 21)",3,23
37,E26,"(23, 55)",7,11
38,E27,"(96, 26)",0,20
39,E28,"(51, 62)",9,13
41,E29,"(67, 97)",3,27
44,E30,"(90, 48)",2,23
45,E31,"(84, 100)",5,20
46,E32,"(86, 17)",0,26
48,E33,"(31, 26)",2,22
49,E34,"(14, 14)",5,12
52,E35,"(70, 15)",0,29
53,E36,"(95, 63)",6,30
57,E37,"(93, 87)",5,19
59,E38,"(93, 3)",2,11
61,E39,"(93, 79)",2,20
66,E40,"(74, 26)",3,27
67,E41,"(45, 1)",4,26
68,E42,"(79, 23)",0,27
70,E43,"(22, 47)",3,26
71,E44,"(22, 6)",8,10
74,E45,"(29, 45)",0,14
76,E46,"(41, 96)",4,22
77,E47,"(32, 91)",7,16
78,E48,"(83, 10)",6,22
79,E49,"(78, 20)",7,26
80,E50,"(6, 63)",1,12
81,E51,"(18, 49)",7,11
88,E52,"(19, 87)",4,27
89,E53,"(96, 28)",0,26
97,E54,"(48, 72)",6,17
98,E55,"(22, 50)",9,30
99,E56,"(21, 61)",8,11
