time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(11, 39)",9,15
1,D2,"(65, 49)",5,28
2,D3,"(17, 50)",3,29
3,D4,"(75, 47)",5,15
4,D5,"(16, 12)",4,17
5,D6,"(80, 71)",8,14
7,D7,"(85, 63)",2,29
8,D8,"(32, 24)",3,11
9,D9,"(98, 28)",7,25
12,D10,"(10, 85)",9,20
13,D11,"(99, 81)",1,16
15,D12,"(62, 100)",7,11
16,D13,"(27, 19)",3,14
18,D14,"(94, 78)",3,24
21,D15,"(70, 38)",9,25
23,D16,"(10, 97)",7,29
24,D17,"(95, 71)",6,22
25,D18,"(9, 47)",8,23
26,D19,"(98, 25)",4,20
29,D20,"(84, 33)",9,13
30,D21,"(83, 53)",5,18
32,D22,"(65, 24)",8,25
34,D23,"(26, 81)",4,12
35,D24,"(23, 67)",4,16
40,D25,"(76, 26)",1,24
44,D26,"(4, 62)",3,22
46,D27,"(20, 66)",5,16
47,D28,"(69, 49)",7,22
51,D29,"(20, 53)",4,16
52,D30,"(95, 24)",0,12
53,D31,"(20, 70)",8,14
54,D32,"(88, 14)",8,14
55,D33,"(18, 31)",8,26
57,D34,"(42, 97)",7,19
58,D35,"(0, 47)",0,11
60,D36,"(84, 34)",2,10
64,D37,"(87, 95)",9,17
65,D38,"(45, 72)",5,10
66,D39,"(14, 35)",7,16
68,D40,"(24, 5)",3,11
71,D41,"(15, 22)",6,23
72,D42,"(32, 43)",6,17
75,D43,"(26, 35)",4,25
76,D44,"(45, 94)",6,16
79,D45,"(42, 43)",5,29
82,D46,"(18, 68)",4,14
93,D47,"(8, 67)",7,24
94,D48,"(77, 64)",9,13
96,D49,"(12, 49)",7,13
99,D50,"(92, 36)",2,22
