time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(50, 65)",3,28
2,D2,"(61, 12)",1,15
3,D3,"(62, 81)",1,17
4,D4,"(76, 50)",7,23
5,D5,"(53, 89)",5,25
9,D6,"(62, 90)",9,13
15,D7,"(86, 54)",6,11
17,D8,"(0, 19)",6,18
18,D9,"(5, 57)",4,17
20,D10,"(76, 32)",9,23
28,D11,"(34, 11)",4,26
29,D12,"(73, 55)",3,12
35,D13,"(70, 64)",4,15
37,D14,"(44, 6)",6,13
38,D15,"(99, 51)",8,22
39,D16,"(40, 30)",0,11
41,D17,"(85, 69)",1,10
42,D18,"(44, 70)",7,21
43,D19,"(52, 85)",9,15
45,D20,"(95, 24)",8,10
47,D21,"(99, 71)",7,27
49,D22,"(94, 25)",3,14
51,D23,"(84, 73)",2,10
55,D24,"(60, 45)",4,22
56,D25,"(80, 65)",7,19
57,D26,"(96, 56)",3,25
64,D27,"(4, 70)",6,26
65,D28,"(5, 42)",4,13
67,D29,"(86, 3)",2,10
68,D30,"(58, 68)",9,24
70,D31,"(10, 76)",2,12
71,D32,"(27, 72)",2,17
72,D33,"(24, 94)",1,23
74,D34,"(41, 36)",1,30
75,D35,"(35, 7)",9,20
77,D36,"(21, 3)",4,24
83,D37,"(90, 50)",6,21
84,D38,"(79, 83)",6,29
88,D39,"(95, 42)",0,21
89,D40,"(66, 37)",5,10
90,D41,"(60, 41)",8,19
91,D42,"(44, 95)",9,20
92,D43,"(52, 97)",0,18
93,D44,"(34, 82)",6,10
94,D45,"(34, 22)",2,14
98,D46,"(1, 41)",3,27
