time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(31, 58)",5,16
2,D2,"(88, 1)",8,18
4,D3,"(60, 100)",8,15
5,D4,"(1, 77)",3,10
6,D5,"(27, 25)",5,29
7,D6,"(23, 56)",2,22
9,D7,"(98, 95)",6,28
10,D8,"(32, 0)",0,23
11,D9,"(96, 10)",6,11
12,D10,"(85, 64)",4,28
15,D11,"(52, 31)",3,19
18,D12,"(96, 98)",6,10
19,D13,"(38, 57)",3,29
22,D14,"(11, 70)",2,30
23,D15,"(96, 8)",4,16
24,D16,"(92, 33)",0,16
27,D17,"(85, 95)",9,27
28,D18,"(79, 71)",7,18
29,D19,"(64, 62)",1,19
31,D20,"(74, 13)",8,10
34,D21,"(32, 12)",3,24
35,D22,"(14, 41)",4,17
36,D23,"(33, 37)",6,16
37,D24,"(4, 36)",8,26
38,D25,"(66, 72)",4,28
39,D26,"(72, 89)",6,23
40,D27,"(25, 70)",7,29
41,D28,"(72, 2)",5,21
44,D29,"(27, 36)",3,25
45,D30,"(42, 43)",0,16
46,D31,"(67, 29)",2,23
47,D32,"(14, 96)",5,14
49,D33,"(2, 32)",5,30
50,D34,"(77, 89)",3,23
51,D35,"(43, 0)",3,26
52,D36,"(27, 98)",8,15
53,D37,"(66, 50)",5,25
55,D38,"(81, 69)",8,10
56,D39,"(21, 98)",7,25
57,D40,"(18, 70)",9,25
60,D41,"(55, 6)",3,29
61,D42,"(20, 24)",7,11
63,D43,"(38, 54)",7,28
66,D44,"(58, 65)",8,26
67,D45,"(87, 65)",8,10
68,D46,"(24, 32)",2,17
70,D47,"(29, 95)",6,28
74,D48,"(73, 63)",0,23
75,D49,"(94, 71)",1,14
76,D50,"(33, 70)",8,23
77,D51,"(58, 0)",1,29
78,D52,"(51, 26)",0,16
81,D53,"(57, 99)",2,12
85,D54,"(34, 61)",4,27
89,D55,"(50, 86)",7,18
91,D56,"(24, 100)",5,29
92,D57,"(72, 33)",6,14
95,D58,"(97, 58)",5,30
