time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(33, 6)",1,25
2,D2,"(82, 95)",4,23
4,D3,"(53, 47)",9,26
7,D4,"(40, 35)",3,20
9,D5,"(58, 29)",9,10
14,D6,"(83, 82)",2,14
15,D7,"(68, 20)",6,15
17,D8,"(56, 31)",4,10
18,D9,"(46, 55)",5,26
19,D10,"(5, 43)",1,16
21,D11,"(83, 90)",8,26
22,D12,"(18, 48)",3,12
27,D13,"(26, 92)",1,16
28,D14,"(12, 10)",8,28
31,D15,"(25, 40)",4,20
35,D16,"(21, 38)",8,28
36,D17,"(72, 69)",6,24
38,D18,"(86, 39)",0,22
39,D19,"(92, 27)",1,18
41,D20,"(20, 71)",0,21
42,D21,"(36, 52)",7,11
43,D22,"(69, 50)",0,12
44,D23,"(12, 100)",0,15
45,D24,"(100, 55)",3,27
47,D25,"(83, 78)",6,15
49,D26,"(84, 95)",8,17
50,D27,"(53, 23)",8,25
51,D28,"(44, 69)",5,19
52,D29,"(85, 23)",2,13
54,D30,"(53, 91)",6,28
55,D31,"(18, 23)",4,22
57,D32,"(18, 70)",5,13
58,D33,"(72, 55)",2,11
61,D34,"(86, 78)",5,30
63,D35,"(32, 35)",1,15
66,D36,"(66, 90)",7,10
69,D37,"(59, 34)",8,19
70,D38,"(65, 70)",0,23
78,D39,"(24, 60)",2,15
79,D40,"(59, 72)",0,11
80,D41,"(13, 77)",5,29
81,D42,"(86, 40)",5,15
82,D43,"(66, 65)",4,16
83,D44,"(87, 8)",1,26
85,D45,"(84, 8)",7,24
86,D46,"(97, 85)",2,18
87,D47,"(61, 36)",3,20
88,D48,"(21, 58)",8,23
93,D49,"(54, 41)",3,27
95,D50,"(21, 63)",3,26
96,D51,"(74, 58)",3,30
97,D52,"(87, 17)",6,21
98,D53,"(27, 62)",0,29
99,D54,"(44, 96)",3,22
