time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(48, 48)",9,10
2,D2,"(49, 8)",9,27
3,D3,"(99, 60)",2,12
6,D4,"(85, 31)",8,12
8,D5,"(9, 20)",8,18
9,D6,"(77, 100)",9,17
11,D7,"(49, 49)",1,22
12,D8,"(58, 40)",3,25
13,D9,"(87, 42)",6,26
15,D10,"(86, 39)",8,29
17,D11,"(29, 0)",1,22
26,D12,"(30, 27)",3,27
27,D13,"(37, 42)",4,29
29,D14,"(74, 7)",1,27
30,D15,"(81, 93)",1,24
33,D16,"(46, 60)",8,20
34,D17,"(62, 50)",3,11
38,D18,"(36, 24)",5,23
40,D19,"(85, 53)",1,18
42,D20,"(34, 27)",1,11
44,D21,"(5, 91)",5,17
45,D22,"(29, 5)",4,30
46,D23,"(42, 47)",1,21
48,D24,"(86, 85)",2,21
49,D25,"(45, 86)",1,26
50,D26,"(68, 23)",9,30
51,D27,"(33, 88)",1,21
54,D28,"(77, 65)",6,17
57,D29,"(75, 13)",0,30
63,D30,"(82, 87)",0,28
64,D31,"(6, 89)",5,11
69,D32,"(48, 27)",0,22
70,D33,"(29, 67)",5,19
72,D34,"(64, 24)",2,29
77,D35,"(17, 36)",7,26
78,D36,"(72, 28)",9,27
81,D37,"(60, 21)",9,24
82,D38,"(63, 23)",3,28
83,D39,"(9, 52)",1,15
84,D40,"(82, 39)",6,30
87,D41,"(9, 30)",6,19
89,D42,"(44, 16)",3,10
92,D43,"(72, 9)",9,28
94,D44,"(12, 41)",3,28
97,D45,"(81, 83)",9,26
98,D46,"(28, 30)",3,16
