time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(64, 98)",3,14
2,D2,"(99, 72)",7,24
4,D3,"(86, 41)",3,25
7,D4,"(87, 32)",9,18
8,D5,"(10, 75)",4,22
9,D6,"(36, 63)",0,10
11,D7,"(53, 86)",7,28
12,D8,"(38, 23)",2,18
13,D9,"(54, 35)",6,28
14,D10,"(85, 94)",3,30
15,D11,"(58, 29)",8,13
16,D12,"(88, 66)",7,15
17,D13,"(97, 99)",5,23
21,D14,"(80, 30)",9,22
22,D15,"(11, 90)",8,14
23,D16,"(99, 12)",0,24
25,D17,"(83, 74)",8,20
26,D18,"(19, 61)",1,21
27,D19,"(53, 7)",6,26
31,D20,"(66, 100)",5,10
38,D21,"(84, 37)",2,24
40,D22,"(66, 31)",6,17
41,D23,"(17, 28)",7,24
42,D24,"(17, 59)",8,11
47,D25,"(91, 49)",5,15
49,D26,"(82, 0)",8,16
51,D27,"(84, 35)",1,30
52,D28,"(50, 21)",0,30
53,D29,"(15, 65)",8,24
55,D30,"(4, 91)",9,24
61,D31,"(82, 49)",1,28
62,D32,"(75, 74)",5,15
63,D33,"(33, 3)",8,14
65,D34,"(32, 23)",5,11
71,D35,"(83, 40)",9,24
74,D36,"(40, 95)",6,13
75,D37,"(73, 84)",1,11
76,D38,"(95, 84)",7,18
78,D39,"(7, 28)",7,20
80,D40,"(96, 74)",5,12
81,D41,"(99, 56)",8,15
84,D42,"(96, 2)",5,20
85,D43,"(31, 86)",0,11
89,D44,"(3, 63)",4,14
90,D45,"(61, 96)",2,16
91,D46,"(2, 10)",3,15
92,D47,"(8, 26)",2,14
96,D48,"(36, 90)",9,21
99,D49,"(98, 33)",3,23
