time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(68, 64)",7,15
1,D2,"(3, 49)",6,21
2,D3,"(12, 94)",7,11
3,D4,"(74, 5)",2,29
7,D5,"(57, 63)",6,18
8,D6,"(78, 51)",9,12
10,D7,"(97, 21)",4,25
11,D8,"(2, 8)",2,21
15,D9,"(6, 61)",5,23
16,D10,"(40, 78)",1,15
21,D11,"(91, 94)",8,10
24,D12,"(73, 50)",6,11
28,D13,"(40, 94)",7,20
31,D14,"(35, 80)",7,13
32,D15,"(57, 62)",5,15
33,D16,"(90, 24)",8,24
35,D17,"(13, 78)",6,21
38,D18,"(83, 38)",6,16
39,D19,"(66, 77)",5,27
40,D20,"(57, 79)",4,13
41,D21,"(71, 28)",5,24
44,D22,"(41, 3)",4,11
45,D23,"(72, 100)",2,20
47,D24,"(9, 18)",9,24
48,D25,"(69, 79)",9,28
52,D26,"(3, 14)",3,19
56,D27,"(65, 30)",5,10
58,D28,"(30, 30)",3,12
60,D29,"(89, 39)",1,25
61,D30,"(90, 79)",7,21
65,D31,"(89, 5)",0,23
66,D32,"(1, 40)",5,10
68,D33,"(25, 32)",8,20
70,D34,"(14, 58)",8,28
72,D35,"(91, 46)",9,18
73,D36,"(40, 74)",9,14
75,D37,"(24, 6)",2,18
82,D38,"(28, 58)",6,23
83,D39,"(65, 52)",0,18
85,D40,"(76, 27)",4,15
87,D41,"(23, 43)",8,12
88,D42,"(6, 41)",6,26
89,D43,"(70, 79)",3,20
90,D44,"(0, 79)",6,25
92,D45,"(54, 57)",5,19
93,D46,"(16, 89)",5,14
94,D47,"(69, 6)",4,13
95,D48,"(15, 94)",0,13
