time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(75, 100)",9,16
2,D2,"(36, 41)",1,30
4,D3,"(2, 7)",3,18
5,D4,"(8, 6)",7,30
9,D5,"(8, 94)",6,12
10,D6,"(89, 73)",1,12
11,D7,"(32, 42)",0,16
13,D8,"(45, 84)",0,17
15,D9,"(59, 31)",6,30
16,D10,"(20, 48)",1,29
18,D11,"(77, 35)",8,27
19,D12,"(84, 95)",3,26
20,D13,"(30, 42)",1,13
22,D14,"(22, 1)",8,30
23,D15,"(39, 15)",3,11
24,D16,"(2, 95)",9,23
26,D17,"(24, 0)",6,26
28,D18,"(84, 3)",6,23
29,D19,"(1, 29)",2,28
31,D20,"(37, 83)",3,19
33,D21,"(52, 56)",3,11
35,D22,"(31, 19)",3,22
36,D23,"(91, 57)",9,28
37,D24,"(56, 84)",1,10
38,D25,"(98, 68)",9,24
39,D26,"(33, 18)",5,12
42,D27,"(27, 73)",0,11
46,D28,"(24, 11)",3,15
47,D29,"(7, 58)",6,30
48,D30,"(25, 31)",8,30
49,D31,"(26, 47)",4,29
50,D32,"(10, 64)",0,24
51,D33,"(54, 20)",5,10
54,D34,"(9, 4)",7,21
56,D35,"(13, 4)",0,10
58,D36,"(0, 26)",6,30
59,D37,"(43, 33)",7,16
62,D38,"(97, 56)",5,22
63,D39,"(18, 19)",4,11
64,D40,"(37, 73)",2,26
66,D41,"(33, 76)",7,11
68,D42,"(97, 0)",3,20
70,D43,"(23, 12)",6,16
72,D44,"(15, 90)",4,21
74,D45,"(59, 16)",6,19
77,D46,"(53, 4)",2,21
83,D47,"(10, 49)",6,16
85,D48,"(78, 56)",8,30
88,D49,"(60, 97)",0,10
89,D50,"(28, 99)",1,18
91,D51,"(86, 34)",7,18
94,D52,"(73, 14)",9,19
96,D53,"(99, 57)",6,27
97,D54,"(94, 77)",2,15
98,D55,"(44, 27)",3,28
99,D56,"(72, 63)",9,15
