time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(24, 78)",0,26
2,D2,"(19, 25)",9,14
3,D3,"(63, 57)",3,10
4,D4,"(92, 48)",1,10
5,D5,"(79, 19)",5,17
6,D6,"(6, 13)",1,11
7,D7,"(10, 78)",7,18
8,D8,"(70, 100)",6,30
9,D9,"(100, 2)",2,30
13,D10,"(36, 53)",5,10
15,D11,"(94, 100)",1,27
16,D12,"(30, 37)",8,25
17,D13,"(42, 100)",7,12
18,D14,"(37, 31)",0,11
19,D15,"(85, 60)",9,16
21,D16,"(93, 92)",4,10
23,D17,"(61, 67)",5,15
24,D18,"(100, 88)",1,22
26,D19,"(62, 62)",6,12
30,D20,"(61, 87)",3,18
31,D21,"(48, 32)",0,17
36,D22,"(32, 88)",1,30
37,D23,"(41, 47)",1,21
38,D24,"(92, 19)",0,28
40,D25,"(3, 74)",5,15
41,D26,"(29, 11)",2,21
42,D27,"(69, 43)",3,21
45,D28,"(44, 70)",3,29
48,D29,"(62, 18)",0,24
49,D30,"(86, 70)",4,17
52,D31,"(8, 96)",9,30
54,D32,"(2, 29)",9,18
55,D33,"(57, 94)",0,24
57,D34,"(78, 59)",0,11
58,D35,"(64, 36)",2,22
59,D36,"(19, 86)",1,16
61,D37,"(72, 14)",7,28
63,D38,"(100, 41)",4,27
65,D39,"(26, 59)",0,29
66,D40,"(34, 53)",6,25
68,D41,"(82, 0)",1,21
69,D42,"(84, 97)",8,23
72,D43,"(46, 82)",1,14
73,D44,"(1, 89)",2,10
74,D45,"(64, 0)",1,23
75,D46,"(46, 41)",1,12
76,D47,"(72, 47)",6,15
78,D48,"(45, 99)",5,12
79,D49,"(19, 70)",8,24
80,D50,"(7, 61)",2,25
81,D51,"(14, 37)",0,14
84,D52,"(57, 13)",0,15
85,D53,"(100, 91)",8,17
87,D54,"(74, 63)",7,21
92,D55,"(13, 82)",7,16
93,D56,"(27, 88)",8,11
96,D57,"(20, 44)",0,15
97,D58,"(79, 13)",9,22
98,D59,"(78, 77)",2,10
