time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
3,D1,"(92, 100)",6,20
4,D2,"(49, 34)",0,20
6,D3,"(10, 70)",8,22
7,D4,"(81, 57)",2,21
8,D5,"(37, 18)",8,20
9,D6,"(38, 28)",8,26
10,D7,"(63, 12)",7,17
13,D8,"(81, 82)",7,29
14,D9,"(76, 82)",9,28
15,D10,"(36, 63)",0,30
17,D11,"(84, 92)",2,30
19,D12,"(41, 60)",8,25
25,D13,"(29, 57)",6,12
28,D14,"(40, 62)",1,17
33,D15,"(22, 98)",3,21
34,D16,"(68, 18)",5,24
37,D17,"(67, 88)",7,13
38,D18,"(99, 81)",7,11
39,D19,"(26, 42)",9,15
40,D20,"(79, 37)",4,20
41,D21,"(79, 49)",6,14
42,D22,"(7, 11)",8,27
46,D23,"(41, 64)",2,26
50,D24,"(0, 86)",0,13
55,D25,"(41, 38)",6,19
56,D26,"(22, 82)",1,15
57,D27,"(97, 54)",6,21
58,D28,"(63, 17)",2,13
60,D29,"(97, 91)",3,13
63,D30,"(29, 45)",7,21
67,D31,"(86, 29)",8,23
69,D32,"(63, 70)",6,21
70,D33,"(81, 84)",9,20
72,D34,"(97, 65)",3,29
73,D35,"(34, 77)",5,27
78,D36,"(53, 1)",4,28
79,D37,"(29, 88)",7,27
80,D38,"(7, 40)",7,23
83,D39,"(38, 21)",2,24
87,D40,"(39, 97)",1,23
88,D41,"(54, 9)",7,15
89,D42,"(96, 96)",4,18
90,D43,"(38, 11)",8,17
92,D44,"(82, 0)",3,26
93,D45,"(80, 73)",6,14
94,D46,"(54, 37)",3,22
95,D47,"(74, 12)",9,12
97,D48,"(82, 30)",9,24
