time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
3,E1,"(80, 19)",2,21
6,E2,"(24, 6)",1,10
7,E3,"(96, 57)",9,14
9,E4,"(33, 56)",3,19
10,E5,"(98, 87)",9,23
11,E6,"(51, 84)",6,17
12,E7,"(75, 66)",5,18
14,E8,"(99, 12)",8,18
17,E9,"(3, 24)",2,18
19,E10,"(87, 37)",3,12
21,E11,"(38, 7)",8,22
22,E12,"(38, 90)",1,16
24,E13,"(57, 87)",3,15
26,E14,"(33, 100)",1,13
29,E15,"(58, 59)",0,25
30,E16,"(72, 5)",6,17
31,E17,"(43, 36)",1,12
32,E18,"(13, 67)",4,14
33,E19,"(79, 86)",1,27
34,E20,"(49, 65)",3,30
37,E21,"(36, 2)",4,25
39,E22,"(98, 61)",2,13
41,E23,"(34, 50)",2,26
43,E24,"(30, 18)",6,19
45,E25,"(54, 100)",1,18
46,E26,"(71, 78)",7,24
47,E27,"(59, 96)",3,23
48,E28,"(69, 49)",0,27
54,E29,"(11, 55)",9,30
55,E30,"(10, 59)",4,28
56,E31,"(84, 53)",0,13
59,E32,"(62, 29)",3,30
61,E33,"(46, 87)",7,15
68,E34,"(65, 10)",8,15
71,E35,"(15, 66)",6,27
72,E36,"(48, 96)",0,19
73,E37,"(86, 3)",6,25
75,E38,"(30, 44)",6,19
76,E39,"(82, 37)",6,13
77,E40,"(12, 74)",6,20
78,E41,"(37, 88)",2,20
80,E42,"(15, 37)",7,14
82,E43,"(51, 25)",6,25
83,E44,"(66, 77)",3,18
85,E45,"(17, 92)",5,13
89,E46,"(22, 88)",8,15
90,E47,"(5, 81)",1,22
93,E48,"(72, 38)",1,23
94,E49,"(85, 89)",5,14
96,E50,"(51, 49)",2,28
97,E51,"(69, 34)",7,21
98,E52,"(68, 15)",4,14
