time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(15, 61)",2,27
5,D2,"(37, 43)",6,16
6,D3,"(24, 33)",3,13
8,D4,"(52, 11)",6,21
12,D5,"(35, 4)",7,10
13,D6,"(100, 9)",8,24
17,D7,"(16, 76)",4,17
18,D8,"(85, 59)",3,19
24,D9,"(59, 99)",7,30
30,D10,"(54, 84)",1,16
34,D11,"(36, 77)",8,26
36,D12,"(0, 85)",3,15
40,D13,"(10, 91)",1,21
41,D14,"(74, 31)",1,26
42,D15,"(3, 74)",9,17
43,D16,"(6, 13)",7,30
45,D17,"(46, 13)",4,13
46,D18,"(13, 22)",7,13
48,D19,"(97, 18)",7,10
53,D20,"(10, 38)",1,10
55,D21,"(30, 50)",1,26
57,D22,"(28, 96)",7,17
58,D23,"(18, 54)",4,28
61,D24,"(74, 2)",4,24
63,D25,"(70, 51)",6,14
65,D26,"(80, 4)",3,29
69,D27,"(4, 56)",0,30
73,D28,"(95, 25)",8,14
75,D29,"(19, 99)",0,25
76,D30,"(3, 53)",5,25
77,D31,"(18, 74)",3,21
78,D32,"(69, 79)",6,21
85,D33,"(17, 99)",7,16
86,D34,"(47, 41)",4,28
94,D35,"(57, 1)",8,21
96,D36,"(53, 87)",0,12
97,D37,"(87, 72)",1,11
