time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
9,D1,"(4, 86)",8,11
11,D2,"(15, 72)",1,21
12,D3,"(29, 76)",6,19
13,D4,"(6, 82)",8,21
15,D5,"(38, 8)",7,16
16,D6,"(83, 49)",2,24
17,D7,"(36, 100)",7,11
18,D8,"(93, 3)",9,27
20,D9,"(39, 74)",0,19
24,D10,"(41, 6)",9,18
25,D11,"(51, 96)",4,18
26,D12,"(84, 1)",6,26
28,D13,"(6, 10)",4,25
30,D14,"(79, 58)",5,23
31,D15,"(43, 69)",8,12
32,D16,"(49, 61)",1,21
33,D17,"(74, 30)",0,11
35,D18,"(49, 85)",0,20
39,D19,"(57, 62)",0,12
40,D20,"(54, 90)",3,26
44,D21,"(99, 24)",9,30
50,D22,"(63, 61)",5,29
53,D23,"(61, 100)",3,25
58,D24,"(78, 28)",2,15
60,D25,"(91, 95)",5,22
62,D26,"(75, 54)",1,19
63,D27,"(0, 4)",8,22
64,D28,"(90, 97)",9,11
65,D29,"(49, 25)",0,20
67,D30,"(45, 44)",4,20
68,D31,"(46, 95)",5,17
70,D32,"(49, 73)",4,22
73,D33,"(35, 51)",9,23
75,D34,"(78, 0)",4,21
77,D35,"(50, 0)",9,18
84,D36,"(28, 72)",7,29
90,D37,"(95, 53)",5,27
93,D38,"(97, 21)",0,20
95,D39,"(1, 95)",6,29
99,D40,"(63, 17)",8,15
