time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(50, 63)",5,14
1,E2,"(65, 28)",9,19
2,E3,"(39, 4)",5,24
4,E4,"(92, 44)",4,23
6,E5,"(29, 87)",8,19
8,E6,"(70, 50)",8,20
9,E7,"(39, 69)",7,29
10,E8,"(58, 71)",8,30
11,E9,"(57, 57)",6,15
12,E10,"(67, 55)",6,26
14,E11,"(99, 4)",5,14
15,E12,"(73, 39)",5,17
17,E13,"(59, 70)",7,24
18,E14,"(49, 80)",3,14
23,E15,"(70, 43)",8,14
24,E16,"(55, 68)",5,17
25,E17,"(76, 21)",7,25
26,E18,"(72, 63)",9,24
28,E19,"(44, 4)",6,13
29,E20,"(22, 41)",9,27
30,E21,"(3, 55)",2,25
32,E22,"(26, 11)",2,25
33,E23,"(42, 87)",9,25
34,E24,"(32, 3)",3,30
35,E25,"(55, 13)",7,22
36,E26,"(49, 99)",3,24
38,E27,"(58, 0)",7,17
39,E28,"(65, 26)",7,10
41,E29,"(1, 38)",1,28
43,E30,"(85, 100)",8,15
45,E31,"(45, 21)",6,18
47,E32,"(60, 95)",4,17
52,E33,"(68, 81)",9,26
55,E34,"(96, 36)",9,29
56,E35,"(36, 7)",3,21
58,E36,"(75, 27)",6,16
59,E37,"(60, 0)",8,26
61,E38,"(39, 37)",6,15
65,E39,"(38, 52)",5,26
66,E40,"(14, 69)",5,20
68,E41,"(72, 80)",5,10
69,E42,"(66, 31)",1,29
70,E43,"(19, 61)",6,10
72,E44,"(28, 43)",3,17
74,E45,"(70, 5)",9,28
75,E46,"(78, 32)",9,17
76,E47,"(88, 28)",8,15
77,E48,"(1, 86)",3,20
80,E49,"(94, 70)",4,16
81,E50,"(89, 47)",5,10
82,E51,"(41, 40)",3,24
83,E52,"(17, 62)",7,23
84,E53,"(33, 29)",8,24
85,E54,"(22, 16)",2,27
86,E55,"(0, 1)",2,30
88,E56,"(51, 67)",0,15
90,E57,"(61, 95)",7,28
91,E58,"(20, 88)",8,28
94,E59,"(68, 71)",6,19
95,E60,"(25, 87)",0,30
97,E61,"(98, 81)",5,22
99,E62,"(17, 48)",9,10
