time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
3,D1,"(46, 6)",2,25
4,D2,"(99, 46)",8,11
5,D3,"(62, 6)",1,29
8,D4,"(39, 53)",2,11
9,D5,"(99, 50)",5,15
11,D6,"(11, 83)",5,12
13,D7,"(74, 65)",4,14
14,D8,"(35, 98)",4,17
15,D9,"(1, 77)",7,19
16,D10,"(45, 64)",6,20
18,D11,"(6, 28)",9,18
20,D12,"(15, 55)",7,12
22,D13,"(77, 29)",1,14
26,D14,"(59, 68)",9,14
27,D15,"(89, 73)",8,16
28,D16,"(34, 46)",4,24
29,D17,"(43, 55)",5,27
31,D18,"(95, 75)",6,23
34,D19,"(86, 27)",0,20
35,D20,"(16, 22)",2,30
38,D21,"(30, 79)",0,10
40,D22,"(22, 97)",3,14
42,D23,"(51, 45)",9,18
43,D24,"(92, 9)",9,14
47,D25,"(28, 81)",3,29
48,D26,"(74, 73)",0,24
51,D27,"(57, 69)",0,12
53,D28,"(61, 83)",7,14
56,D29,"(98, 63)",6,25
58,D30,"(38, 17)",3,19
60,D31,"(32, 98)",9,22
64,D32,"(64, 3)",9,24
65,D33,"(35, 80)",9,19
67,D34,"(29, 74)",9,20
68,D35,"(73, 26)",3,14
69,D36,"(9, 21)",8,20
71,D37,"(82, 40)",3,11
72,D38,"(25, 77)",8,24
73,D39,"(65, 64)",1,24
75,D40,"(5, 49)",9,21
76,D41,"(70, 6)",4,20
79,D42,"(39, 56)",0,29
80,D43,"(2, 88)",7,11
82,D44,"(18, 59)",0,20
84,D45,"(69, 57)",5,27
86,D46,"(66, 70)",4,22
88,D47,"(94, 35)",9,20
89,D48,"(30, 84)",2,30
91,D49,"(99, 0)",6,22
92,D50,"(81, 87)",7,25
93,D51,"(100, 95)",4,30
94,D52,"(19, 57)",6,12
95,D53,"(66, 4)",2,19
96,D54,"(51, 34)",4,11
98,D55,"(30, 44)",5,30
