time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(36, 62)",4,22
3,D2,"(70, 57)",1,20
4,D3,"(16, 84)",2,12
6,D4,"(44, 56)",1,18
9,D5,"(68, 64)",5,17
10,D6,"(29, 71)",7,12
15,D7,"(16, 29)",9,21
17,D8,"(41, 63)",2,10
18,D9,"(51, 81)",6,22
20,D10,"(83, 79)",4,10
21,D11,"(26, 14)",3,10
22,D12,"(88, 35)",9,16
25,D13,"(85, 1)",5,15
26,D14,"(85, 61)",0,12
27,D15,"(15, 20)",7,18
28,D16,"(29, 67)",0,21
30,D17,"(97, 72)",5,23
31,D18,"(42, 5)",6,20
32,D19,"(70, 68)",4,28
33,D20,"(5, 61)",7,29
36,D21,"(33, 69)",1,10
37,D22,"(82, 89)",4,10
38,D23,"(82, 92)",7,30
39,D24,"(66, 49)",0,28
42,D25,"(95, 70)",3,23
44,D26,"(15, 58)",5,24
50,D27,"(91, 60)",0,29
53,D28,"(52, 30)",6,15
57,D29,"(59, 82)",1,20
59,D30,"(50, 50)",4,15
60,D31,"(99, 56)",1,12
61,D32,"(98, 44)",8,15
63,D33,"(52, 50)",8,29
64,D34,"(80, 60)",7,19
65,D35,"(3, 10)",1,28
66,D36,"(45, 85)",5,24
69,D37,"(33, 33)",8,20
73,D38,"(44, 28)",2,15
74,D39,"(64, 38)",6,12
76,D40,"(63, 36)",9,10
77,D41,"(100, 67)",1,28
79,D42,"(2, 79)",5,22
80,D43,"(70, 94)",2,17
81,D44,"(94, 96)",2,11
83,D45,"(91, 69)",6,28
84,D46,"(45, 60)",2,23
85,D47,"(75, 26)",7,20
86,D48,"(28, 24)",7,28
87,D49,"(70, 56)",9,23
92,D50,"(85, 25)",4,24
94,D51,"(58, 33)",1,10
96,D52,"(18, 6)",6,12
