time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(21, 56)",5,15
3,D2,"(7, 6)",3,13
4,D3,"(28, 64)",3,10
5,D4,"(57, 18)",8,12
10,D5,"(21, 99)",4,12
11,D6,"(47, 79)",9,25
14,D7,"(1, 30)",4,14
16,D8,"(41, 92)",5,29
20,D9,"(14, 82)",6,10
23,D10,"(74, 74)",7,17
26,D11,"(39, 83)",5,21
33,D12,"(90, 13)",0,29
35,D13,"(33, 34)",2,21
39,D14,"(68, 79)",3,26
41,D15,"(10, 33)",5,24
43,D16,"(42, 81)",0,30
44,D17,"(61, 90)",5,22
45,D18,"(9, 66)",3,28
47,D19,"(55, 69)",1,16
49,D20,"(83, 85)",4,29
51,D21,"(32, 64)",1,18
52,D22,"(56, 96)",1,22
53,D23,"(82, 98)",0,18
54,D24,"(40, 99)",5,22
55,D25,"(82, 16)",2,25
57,D26,"(21, 64)",9,16
58,D27,"(4, 88)",8,10
59,D28,"(47, 21)",0,15
62,D29,"(55, 25)",7,23
64,D30,"(61, 68)",2,21
65,D31,"(92, 99)",0,20
66,D32,"(95, 44)",6,28
67,D33,"(86, 36)",4,22
72,D34,"(0, 70)",6,20
73,D35,"(48, 38)",7,26
74,D36,"(59, 61)",5,18
75,D37,"(29, 22)",9,14
76,D38,"(53, 56)",2,12
77,D39,"(39, 11)",4,15
78,D40,"(66, 42)",9,24
80,D41,"(0, 77)",9,15
81,D42,"(84, 88)",2,18
85,D43,"(98, 84)",7,24
86,D44,"(70, 3)",9,28
90,D45,"(18, 7)",4,24
93,D46,"(75, 49)",6,24
94,D47,"(50, 3)",5,19
95,D48,"(9, 19)",8,27
98,D49,"(10, 68)",8,29
