time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(63, 76)",9,26
2,E2,"(49, 79)",4,11
3,E3,"(45, 34)",6,15
8,E4,"(37, 12)",1,15
9,E5,"(54, 14)",2,19
13,E6,"(100, 64)",9,13
14,E7,"(43, 99)",7,14
18,E8,"(90, 29)",9,20
19,E9,"(33, 28)",9,30
21,E10,"(78, 99)",9,16
23,E11,"(16, 19)",0,16
24,E12,"(17, 25)",3,13
27,E13,"(68, 7)",3,23
28,E14,"(53, 98)",9,26
30,E15,"(43, 60)",9,21
32,E16,"(28, 9)",7,28
33,E17,"(74, 87)",6,30
35,E18,"(48, 81)",5,15
36,E19,"(61, 78)",2,15
37,E20,"(51, 58)",3,29
38,E21,"(56, 67)",8,19
39,E22,"(19, 52)",6,19
42,E23,"(47, 79)",5,15
43,E24,"(70, 34)",7,30
46,E25,"(11, 12)",1,30
47,E26,"(22, 31)",5,25
49,E27,"(22, 8)",3,21
50,E28,"(55, 13)",9,28
52,E29,"(92, 85)",8,27
56,E30,"(92, 67)",3,12
57,E31,"(44, 42)",7,17
58,E32,"(45, 12)",5,24
60,E33,"(100, 72)",1,29
61,E34,"(98, 86)",8,14
62,E35,"(31, 90)",6,23
63,E36,"(45, 22)",6,22
65,E37,"(63, 71)",3,16
66,E38,"(60, 96)",4,22
68,E39,"(18, 29)",0,13
69,E40,"(51, 95)",5,15
72,E41,"(15, 19)",8,25
78,E42,"(53, 67)",8,29
79,E43,"(12, 24)",5,21
82,E44,"(55, 22)",7,27
83,E45,"(92, 35)",7,22
87,E46,"(30, 37)",0,27
88,E47,"(52, 34)",2,23
89,E48,"(47, 55)",3,18
90,E49,"(0, 22)",8,30
92,E50,"(59, 35)",3,14
96,E51,"(42, 4)",4,15
97,E52,"(70, 25)",7,22
98,E53,"(98, 44)",2,25
