time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(30, 100)",9,26
1,D2,"(62, 83)",1,21
2,D3,"(81, 13)",2,12
5,D4,"(5, 68)",3,16
7,D5,"(75, 76)",4,19
8,D6,"(85, 38)",4,24
9,D7,"(93, 5)",9,28
11,D8,"(23, 1)",2,25
12,D9,"(14, 80)",8,28
13,D10,"(77, 99)",5,16
15,D11,"(0, 80)",0,22
16,D12,"(69, 33)",4,28
21,D13,"(16, 80)",6,10
23,D14,"(29, 53)",9,14
27,D15,"(83, 50)",8,18
28,D16,"(16, 48)",9,23
31,D17,"(28, 36)",0,17
32,D18,"(33, 63)",7,16
36,D19,"(53, 75)",0,21
38,D20,"(84, 72)",1,16
39,D21,"(98, 42)",4,29
40,D22,"(92, 19)",4,16
41,D23,"(29, 69)",8,20
45,D24,"(11, 80)",3,14
50,D25,"(28, 80)",2,24
52,D26,"(97, 17)",9,16
54,D27,"(16, 17)",7,22
57,D28,"(68, 0)",7,25
62,D29,"(67, 57)",1,22
65,D30,"(36, 0)",9,13
67,D31,"(42, 95)",3,14
68,D32,"(73, 23)",5,15
70,D33,"(23, 40)",2,25
72,D34,"(88, 94)",2,17
73,D35,"(2, 53)",6,22
74,D36,"(39, 49)",7,14
77,D37,"(47, 26)",7,21
80,D38,"(59, 88)",8,14
81,D39,"(1, 80)",7,28
82,D40,"(65, 14)",4,11
85,D41,"(77, 52)",5,18
86,D42,"(18, 7)",8,28
89,D43,"(7, 43)",7,16
90,D44,"(82, 81)",0,13
91,D45,"(10, 97)",9,11
92,D46,"(81, 7)",3,30
94,D47,"(12, 40)",6,30
96,D48,"(6, 17)",6,20
97,D49,"(24, 25)",2,23
98,D50,"(71, 100)",9,21
99,D51,"(35, 88)",6,17
