time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(34, 16)",4,16
1,D2,"(16, 23)",7,10
2,D3,"(45, 32)",7,19
3,D4,"(32, 43)",9,22
4,D5,"(74, 74)",1,27
5,D6,"(96, 2)",7,27
6,D7,"(54, 90)",9,26
9,D8,"(29, 74)",2,19
10,D9,"(7, 4)",3,12
15,D10,"(60, 58)",3,15
19,D11,"(78, 35)",4,29
20,D12,"(33, 9)",5,25
25,D13,"(59, 18)",7,18
29,D14,"(67, 5)",8,20
31,D15,"(23, 51)",3,26
32,D16,"(67, 39)",8,26
34,D17,"(74, 48)",2,26
35,D18,"(64, 81)",6,25
41,D19,"(51, 19)",1,20
42,D20,"(73, 95)",5,14
44,D21,"(80, 80)",9,14
47,D22,"(53, 96)",3,18
48,D23,"(97, 36)",1,22
50,D24,"(71, 54)",4,22
51,D25,"(16, 83)",1,16
52,D26,"(67, 65)",4,25
54,D27,"(66, 84)",7,10
55,D28,"(55, 34)",8,23
56,D29,"(16, 35)",6,25
62,D30,"(18, 24)",2,29
64,D31,"(66, 25)",8,17
65,D32,"(22, 66)",0,26
67,D33,"(83, 65)",0,28
69,D34,"(60, 99)",1,28
70,D35,"(30, 71)",3,30
72,D36,"(83, 0)",8,19
73,D37,"(98, 94)",8,11
75,D38,"(68, 42)",2,29
76,D39,"(36, 52)",2,21
78,D40,"(92, 46)",6,12
79,D41,"(36, 53)",5,10
83,D42,"(54, 58)",1,22
85,D43,"(13, 35)",4,23
87,D44,"(35, 35)",0,14
88,D45,"(65, 53)",8,22
89,D46,"(50, 53)",7,22
90,D47,"(69, 83)",4,23
98,D48,"(56, 87)",4,22
99,D49,"(8, 100)",3,26
