time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(8, 86)",3,21
1,D2,"(54, 4)",5,17
2,D3,"(40, 26)",4,29
4,D4,"(4, 96)",3,15
5,D5,"(41, 81)",8,17
7,D6,"(33, 58)",7,17
8,D7,"(18, 40)",5,13
9,D8,"(18, 60)",0,28
10,D9,"(95, 96)",9,19
12,D10,"(79, 75)",9,20
14,D11,"(37, 14)",2,14
15,D12,"(23, 81)",7,13
16,D13,"(62, 0)",4,13
18,D14,"(70, 0)",5,20
19,D15,"(31, 41)",3,10
21,D16,"(98, 51)",9,10
22,D17,"(35, 9)",6,15
25,D18,"(19, 38)",5,13
26,D19,"(65, 32)",5,20
29,D20,"(14, 32)",1,25
31,D21,"(62, 56)",0,29
33,D22,"(30, 33)",2,22
34,D23,"(7, 48)",3,25
35,D24,"(44, 40)",5,14
37,D25,"(82, 0)",2,14
39,D26,"(58, 37)",0,12
40,D27,"(20, 53)",2,27
45,D28,"(33, 27)",2,21
46,D29,"(50, 14)",0,29
49,D30,"(54, 24)",0,16
50,D31,"(47, 65)",8,12
51,D32,"(20, 35)",8,16
52,D33,"(0, 44)",2,26
53,D34,"(42, 68)",9,10
54,D35,"(60, 0)",7,21
55,D36,"(74, 16)",0,30
56,D37,"(66, 40)",4,18
58,D38,"(93, 40)",9,12
59,D39,"(36, 90)",7,29
61,D40,"(41, 6)",5,18
62,D41,"(6, 57)",6,10
64,D42,"(97, 59)",6,19
65,D43,"(23, 46)",6,24
70,D44,"(45, 50)",5,19
72,D45,"(93, 50)",7,18
73,D46,"(64, 77)",7,14
74,D47,"(16, 41)",1,30
76,D48,"(58, 72)",4,15
77,D49,"(57, 48)",6,28
80,D50,"(51, 71)",8,26
81,D51,"(4, 50)",3,15
83,D52,"(25, 43)",4,15
85,D53,"(12, 79)",2,18
87,D54,"(93, 77)",0,14
90,D55,"(15, 67)",1,16
93,D56,"(16, 15)",0,18
95,D57,"(98, 4)",2,19
96,D58,"(61, 4)",8,30
97,D59,"(36, 36)",5,14
98,D60,"(37, 64)",2,23
99,D61,"(28, 98)",5,15
