time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(7, 64)",3,17
3,D2,"(0, 20)",5,20
7,D3,"(89, 33)",0,11
9,D4,"(9, 72)",6,18
10,D5,"(40, 48)",7,17
11,D6,"(59, 65)",7,15
13,D7,"(0, 96)",8,24
14,D8,"(95, 82)",5,27
15,D9,"(92, 53)",4,16
16,D10,"(51, 17)",7,23
18,D11,"(85, 81)",0,29
21,D12,"(92, 21)",0,26
22,D13,"(25, 90)",2,27
25,D14,"(95, 20)",8,19
26,D15,"(72, 57)",9,17
27,D16,"(95, 2)",2,14
28,D17,"(82, 51)",1,23
29,D18,"(78, 96)",2,25
31,D19,"(5, 100)",1,13
32,D20,"(17, 79)",4,14
33,D21,"(11, 72)",5,28
34,D22,"(96, 61)",5,23
36,D23,"(85, 0)",6,10
37,D24,"(50, 41)",0,14
44,D25,"(6, 5)",5,26
45,D26,"(52, 32)",1,18
47,D27,"(52, 12)",5,26
50,D28,"(8, 96)",4,30
51,D29,"(50, 97)",0,16
53,D30,"(14, 63)",1,12
55,D31,"(37, 92)",6,12
57,D32,"(12, 65)",7,13
58,D33,"(8, 72)",3,28
59,D34,"(94, 11)",9,25
63,D35,"(92, 71)",8,17
64,D36,"(49, 22)",6,14
65,D37,"(22, 67)",0,12
69,D38,"(96, 73)",4,27
70,D39,"(41, 21)",7,22
71,D40,"(61, 89)",0,25
76,D41,"(88, 79)",8,30
79,D42,"(76, 23)",5,12
80,D43,"(80, 67)",8,22
81,D44,"(78, 27)",3,29
83,D45,"(64, 38)",3,11
84,D46,"(67, 75)",0,18
85,D47,"(61, 58)",7,20
86,D48,"(40, 92)",1,12
89,D49,"(63, 87)",8,24
92,D50,"(3, 69)",3,15
96,D51,"(35, 76)",0,30
98,D52,"(100, 6)",0,23
99,D53,"(6, 77)",4,11
