time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(79, 75)",9,27
2,D2,"(97, 65)",3,14
4,D3,"(5, 29)",9,25
5,D4,"(67, 50)",2,26
6,D5,"(49, 66)",9,30
8,D6,"(57, 100)",0,28
9,D7,"(98, 97)",3,14
10,D8,"(40, 73)",1,11
11,D9,"(1, 64)",8,12
13,D10,"(90, 0)",2,10
14,D11,"(32, 12)",6,11
15,D12,"(85, 8)",6,18
16,D13,"(46, 14)",1,11
17,D14,"(41, 98)",3,17
18,D15,"(21, 78)",6,12
20,D16,"(52, 51)",2,17
22,D17,"(46, 26)",4,11
23,D18,"(13, 85)",8,21
24,D19,"(2, 94)",6,23
26,D20,"(20, 75)",3,19
30,D21,"(0, 50)",2,18
32,D22,"(5, 13)",7,30
33,D23,"(82, 61)",0,18
35,D24,"(10, 70)",8,24
36,D25,"(38, 86)",3,24
37,D26,"(26, 1)",9,28
42,D27,"(17, 86)",9,16
43,D28,"(66, 93)",8,24
45,D29,"(44, 68)",3,21
47,D30,"(63, 56)",2,12
48,D31,"(94, 65)",7,29
49,D32,"(24, 8)",9,18
51,D33,"(11, 0)",3,23
52,D34,"(65, 86)",7,18
54,D35,"(70, 39)",8,17
57,D36,"(53, 29)",5,22
58,D37,"(15, 17)",5,26
59,D38,"(51, 0)",0,25
60,D39,"(10, 77)",1,28
63,D40,"(94, 79)",2,17
65,D41,"(34, 59)",0,11
66,D42,"(74, 39)",2,26
67,D43,"(26, 95)",4,19
74,D44,"(77, 94)",1,18
76,D45,"(74, 74)",2,18
79,D46,"(43, 33)",3,15
81,D47,"(100, 28)",1,13
83,D48,"(69, 57)",4,14
87,D49,"(1, 47)",6,22
90,D50,"(29, 100)",5,30
91,D51,"(84, 48)",0,17
92,D52,"(40, 3)",3,20
94,D53,"(54, 74)",1,29
96,D54,"(16, 27)",4,23
97,D55,"(15, 50)",7,25
98,D56,"(65, 0)",3,23
99,D57,"(95, 34)",8,18
