time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(39, 88)",5,20
2,D2,"(28, 76)",6,13
5,D3,"(24, 83)",7,18
6,D4,"(99, 39)",0,13
8,D5,"(61, 82)",8,12
12,D6,"(34, 95)",4,22
13,D7,"(25, 81)",5,19
14,D8,"(64, 5)",5,30
15,D9,"(39, 15)",8,14
19,D10,"(35, 100)",0,26
21,D11,"(39, 69)",3,21
23,D12,"(16, 59)",0,28
25,D13,"(5, 60)",2,20
28,D14,"(1, 35)",4,18
30,D15,"(92, 25)",2,21
31,D16,"(16, 82)",3,18
35,D17,"(78, 38)",4,26
38,D18,"(91, 88)",8,12
45,D19,"(57, 79)",4,14
46,D20,"(97, 14)",0,20
47,D21,"(10, 3)",7,15
49,D22,"(16, 31)",2,18
50,D23,"(56, 14)",1,29
51,D24,"(28, 89)",4,30
53,D25,"(61, 42)",0,18
57,D26,"(92, 57)",6,23
60,D27,"(19, 98)",7,11
61,D28,"(1, 94)",0,23
63,D29,"(5, 24)",5,26
72,D30,"(62, 68)",2,15
74,D31,"(90, 23)",7,15
77,D32,"(27, 87)",4,17
79,D33,"(48, 63)",2,10
80,D34,"(33, 60)",2,13
81,D35,"(89, 61)",8,12
83,D36,"(94, 20)",0,12
86,D37,"(56, 95)",6,30
87,D38,"(53, 65)",5,20
88,D39,"(87, 5)",0,24
90,D40,"(14, 73)",4,12
93,D41,"(69, 4)",1,29
94,D42,"(90, 66)",6,15
95,D43,"(64, 35)",1,27
96,D44,"(62, 64)",6,30
98,D45,"(55, 29)",8,27
99,D46,"(33, 66)",4,16
