time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(85, 19)",6,18
2,D2,"(100, 8)",3,19
4,D3,"(39, 42)",4,23
7,D4,"(16, 41)",5,13
10,D5,"(33, 44)",4,24
11,D6,"(78, 35)",4,15
14,D7,"(18, 99)",8,10
15,D8,"(99, 33)",8,21
16,D9,"(91, 42)",3,30
18,D10,"(77, 7)",2,24
19,D11,"(43, 26)",7,26
21,D12,"(51, 84)",9,13
23,D13,"(68, 25)",2,26
24,D14,"(23, 49)",7,25
25,D15,"(49, 48)",2,19
27,D16,"(51, 51)",7,27
28,D17,"(9, 9)",1,10
31,D18,"(13, 44)",4,24
33,D19,"(98, 73)",7,27
36,D20,"(7, 31)",8,13
38,D21,"(81, 45)",9,13
40,D22,"(25, 25)",6,16
41,D23,"(40, 23)",8,21
45,D24,"(45, 79)",3,12
47,D25,"(24, 62)",1,17
48,D26,"(38, 54)",3,15
50,D27,"(85, 3)",5,16
51,D28,"(50, 75)",7,16
53,D29,"(12, 92)",5,24
54,D30,"(6, 48)",0,13
55,D31,"(87, 93)",8,16
56,D32,"(3, 59)",6,30
59,D33,"(34, 99)",3,21
63,D34,"(58, 64)",0,27
64,D35,"(87, 85)",2,20
65,D36,"(100, 47)",1,20
67,D37,"(2, 8)",3,21
70,D38,"(67, 85)",5,25
71,D39,"(34, 3)",0,12
73,D40,"(55, 45)",1,18
77,D41,"(21, 3)",8,15
79,D42,"(5, 69)",1,22
80,D43,"(61, 59)",4,17
81,D44,"(99, 57)",0,19
84,D45,"(97, 42)",1,20
89,D46,"(11, 69)",5,18
90,D47,"(62, 40)",4,25
91,D48,"(88, 80)",2,16
95,D49,"(96, 18)",4,27
98,D50,"(100, 45)",6,29
99,D51,"(39, 12)",1,13
