time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(6, 38)",0,29
4,D2,"(94, 34)",8,24
6,D3,"(41, 31)",5,21
7,D4,"(45, 77)",4,19
8,D5,"(82, 70)",0,28
9,D6,"(31, 22)",3,11
12,D7,"(60, 40)",6,28
13,D8,"(67, 88)",1,22
14,D9,"(49, 84)",9,27
18,D10,"(15, 77)",1,15
20,D11,"(29, 94)",8,12
21,D12,"(96, 10)",0,26
22,D13,"(89, 81)",9,21
26,D14,"(78, 33)",9,14
27,D15,"(73, 7)",7,17
28,D16,"(92, 64)",4,21
32,D17,"(19, 14)",7,15
34,D18,"(84, 66)",7,10
35,D19,"(5, 72)",1,13
36,D20,"(66, 10)",3,16
37,D21,"(32, 81)",1,24
39,D22,"(76, 2)",2,21
40,D23,"(33, 64)",5,30
41,D24,"(3, 73)",2,16
43,D25,"(21, 22)",5,24
44,D26,"(4, 52)",6,24
45,D27,"(12, 23)",3,30
47,D28,"(7, 25)",5,20
52,D29,"(57, 84)",3,24
54,D30,"(48, 99)",7,17
55,D31,"(17, 19)",2,14
59,D32,"(18, 22)",4,13
62,D33,"(94, 59)",1,23
63,D34,"(88, 39)",3,12
65,D35,"(27, 36)",7,11
66,D36,"(51, 99)",5,19
69,D37,"(7, 64)",1,28
72,D38,"(44, 45)",7,25
74,D39,"(25, 27)",1,17
75,D40,"(16, 74)",3,23
76,D41,"(39, 53)",0,18
79,D42,"(87, 89)",6,26
80,D43,"(99, 10)",5,13
82,D44,"(16, 27)",9,16
84,D45,"(0, 65)",3,24
85,D46,"(61, 20)",6,13
87,D47,"(93, 100)",2,26
88,D48,"(40, 22)",7,18
89,D49,"(32, 84)",6,11
91,D50,"(20, 93)",3,11
92,D51,"(69, 57)",9,26
93,D52,"(71, 4)",7,23
94,D53,"(1, 60)",4,21
96,D54,"(99, 68)",7,13
98,D55,"(38, 83)",4,24
