time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(62, 6)",1,26
4,E2,"(4, 85)",9,20
5,E3,"(63, 64)",3,17
7,E4,"(75, 14)",4,12
8,E5,"(94, 88)",1,18
10,E6,"(39, 70)",0,16
11,E7,"(88, 52)",7,26
13,E8,"(64, 79)",0,10
14,E9,"(26, 69)",5,29
17,E10,"(77, 16)",9,12
18,E11,"(7, 42)",7,11
19,E12,"(3, 42)",4,19
20,E13,"(92, 73)",5,10
29,E14,"(18, 12)",0,23
30,E15,"(100, 34)",2,18
31,E16,"(95, 4)",8,20
33,E17,"(88, 39)",9,20
36,E18,"(33, 23)",3,22
38,E19,"(81, 95)",7,22
40,E20,"(100, 18)",9,21
41,E21,"(33, 76)",3,24
42,E22,"(64, 4)",6,28
43,E23,"(64, 81)",6,19
45,E24,"(12, 100)",4,23
46,E25,"(44, 78)",6,16
48,E26,"(34, 13)",1,15
49,E27,"(14, 28)",3,22
50,E28,"(12, 72)",2,23
51,E29,"(31, 86)",9,17
52,E30,"(13, 83)",9,16
53,E31,"(70, 33)",4,30
54,E32,"(95, 56)",6,28
55,E33,"(49, 90)",7,13
59,E34,"(37, 68)",6,30
61,E35,"(49, 72)",6,29
64,E36,"(15, 50)",4,19
67,E37,"(53, 94)",0,30
69,E38,"(21, 60)",8,15
72,E39,"(29, 91)",0,11
74,E40,"(66, 100)",9,10
76,E41,"(0, 93)",0,11
78,E42,"(20, 71)",7,12
82,E43,"(55, 83)",7,17
83,E44,"(75, 77)",9,27
84,E45,"(93, 90)",8,20
88,E46,"(82, 28)",3,28
89,E47,"(91, 80)",0,21
90,E48,"(79, 81)",0,15
91,E49,"(2, 85)",8,16
92,E50,"(76, 73)",1,20
93,E51,"(0, 2)",7,10
95,E52,"(68, 42)",0,29
