time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(26, 87)",9,23
6,D2,"(20, 0)",3,13
7,D3,"(5, 17)",4,17
8,D4,"(61, 96)",1,14
10,D5,"(19, 59)",2,17
11,D6,"(39, 12)",5,10
17,D7,"(56, 17)",6,27
19,D8,"(8, 62)",4,11
23,D9,"(78, 53)",5,20
24,D10,"(27, 84)",3,18
25,D11,"(72, 67)",1,18
26,D12,"(48, 0)",9,21
28,D13,"(50, 100)",4,20
31,D14,"(84, 99)",4,29
33,D15,"(80, 87)",9,29
34,D16,"(81, 66)",4,28
35,D17,"(89, 16)",6,11
36,D18,"(58, 38)",7,20
37,D19,"(52, 11)",9,24
38,D20,"(27, 12)",4,17
40,D21,"(72, 11)",6,28
43,D22,"(97, 74)",5,27
44,D23,"(98, 34)",7,22
45,D24,"(0, 91)",6,19
46,D25,"(1, 47)",5,27
47,D26,"(86, 24)",3,17
49,D27,"(1, 16)",2,29
50,D28,"(69, 26)",3,21
58,D29,"(16, 12)",2,12
59,D30,"(95, 69)",6,18
61,D31,"(42, 65)",8,15
64,D32,"(86, 31)",0,20
70,D33,"(16, 56)",1,30
71,D34,"(33, 85)",8,26
72,D35,"(6, 50)",9,23
73,D36,"(56, 64)",2,22
76,D37,"(74, 53)",2,28
80,D38,"(50, 67)",2,10
81,D39,"(60, 71)",6,13
83,D40,"(56, 56)",5,15
85,D41,"(51, 57)",2,13
87,D42,"(88, 29)",3,13
89,D43,"(35, 58)",5,30
91,D44,"(18, 25)",4,29
92,D45,"(14, 49)",3,10
96,D46,"(55, 25)",7,28
97,D47,"(49, 49)",7,29
