time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(92, 48)",5,16
3,D2,"(22, 19)",0,26
4,D3,"(53, 23)",4,12
5,D4,"(63, 75)",9,13
6,D5,"(25, 24)",5,20
10,D6,"(40, 15)",1,26
11,D7,"(58, 79)",8,14
12,D8,"(58, 78)",5,12
14,D9,"(7, 55)",3,25
15,D10,"(7, 10)",7,21
16,D11,"(46, 51)",6,10
18,D12,"(61, 9)",4,30
19,D13,"(25, 24)",9,11
21,D14,"(56, 100)",1,27
22,D15,"(62, 55)",1,21
23,D16,"(16, 90)",7,20
24,D17,"(32, 70)",4,25
25,D18,"(5, 53)",8,21
26,D19,"(29, 50)",1,26
27,D20,"(33, 49)",6,18
29,D21,"(4, 54)",8,21
32,D22,"(88, 78)",2,29
39,D23,"(81, 22)",0,30
40,D24,"(63, 33)",6,20
41,D25,"(28, 89)",8,25
42,D26,"(75, 10)",3,24
43,D27,"(90, 78)",8,10
44,D28,"(39, 17)",3,20
45,D29,"(77, 79)",9,14
49,D30,"(47, 61)",7,20
50,D31,"(76, 27)",7,29
51,D32,"(98, 8)",8,20
52,D33,"(44, 17)",1,30
53,D34,"(86, 43)",3,27
54,D35,"(1, 70)",2,29
58,D36,"(51, 14)",2,16
59,D37,"(74, 95)",6,24
62,D38,"(64, 17)",8,15
64,D39,"(41, 1)",1,22
68,D40,"(83, 90)",9,20
70,D41,"(39, 24)",6,23
76,D42,"(16, 95)",4,17
77,D43,"(56, 42)",2,27
78,D44,"(40, 12)",1,27
79,D45,"(9, 52)",1,14
80,D46,"(11, 26)",0,27
81,D47,"(78, 33)",7,10
84,D48,"(36, 82)",7,18
85,D49,"(89, 14)",9,20
87,D50,"(35, 89)",9,15
90,D51,"(17, 47)",9,24
91,D52,"(33, 89)",7,17
93,D53,"(54, 58)",7,30
94,D54,"(89, 21)",3,16
96,D55,"(59, 54)",7,21
98,D56,"(68, 26)",1,11
