time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
5,E1,"(89, 40)",4,24
6,E2,"(12, 75)",0,19
8,E3,"(12, 45)",3,25
13,E4,"(0, 34)",9,16
14,E5,"(12, 49)",1,23
17,E6,"(63, 67)",9,18
19,E7,"(0, 73)",0,22
20,E8,"(23, 62)",0,15
22,E9,"(50, 84)",9,28
24,E10,"(56, 57)",2,14
27,E11,"(100, 76)",7,24
29,E12,"(74, 47)",9,30
30,E13,"(14, 66)",3,30
34,E14,"(92, 32)",9,18
35,E15,"(59, 63)",6,26
37,E16,"(40, 39)",4,11
38,E17,"(0, 87)",0,17
41,E18,"(9, 59)",8,10
42,E19,"(51, 4)",0,23
43,E20,"(91, 44)",9,25
44,E21,"(42, 32)",1,19
49,E22,"(35, 67)",5,30
52,E23,"(86, 46)",3,30
56,E24,"(13, 59)",2,18
57,E25,"(28, 76)",6,16
60,E26,"(37, 55)",4,29
61,E27,"(48, 15)",7,21
65,E28,"(99, 76)",3,28
66,E29,"(77, 35)",9,17
69,E30,"(21, 23)",0,21
70,E31,"(83, 42)",2,11
71,E32,"(12, 74)",5,15
72,E33,"(21, 22)",3,13
74,E34,"(89, 60)",8,20
77,E35,"(90, 54)",1,20
78,E36,"(26, 80)",6,17
79,E37,"(34, 47)",9,21
80,E38,"(1, 79)",6,22
84,E39,"(27, 2)",8,29
86,E40,"(23, 16)",5,12
87,E41,"(0, 42)",4,25
89,E42,"(38, 17)",7,12
90,E43,"(52, 53)",0,16
92,E44,"(98, 9)",2,16
93,E45,"(44, 42)",8,10
96,E46,"(52, 11)",3,23
98,E47,"(40, 23)",2,20
