time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(41, 48)",3,10
1,D2,"(51, 30)",4,30
2,D3,"(61, 39)",5,20
3,D4,"(33, 47)",9,23
5,D5,"(42, 38)",5,11
7,D6,"(50, 4)",9,19
8,D7,"(29, 60)",0,28
9,D8,"(3, 94)",6,13
14,D9,"(12, 45)",1,11
15,D10,"(65, 33)",0,17
17,D11,"(54, 31)",2,14
19,D12,"(78, 78)",7,28
22,D13,"(49, 99)",3,12
23,D14,"(51, 20)",3,18
25,D15,"(90, 8)",2,23
26,D16,"(79, 58)",4,30
27,D17,"(25, 70)",9,11
29,D18,"(30, 40)",9,18
30,D19,"(1, 95)",8,20
31,D20,"(43, 48)",7,23
33,D21,"(44, 62)",5,22
34,D22,"(25, 25)",0,14
38,D23,"(46, 46)",1,15
40,D24,"(9, 63)",3,10
41,D25,"(88, 33)",6,28
44,D26,"(18, 84)",7,18
50,D27,"(90, 65)",2,30
52,D28,"(13, 50)",2,11
53,D29,"(10, 91)",4,19
57,D30,"(63, 20)",3,20
59,D31,"(63, 5)",1,18
62,D32,"(98, 90)",4,29
63,D33,"(75, 80)",1,27
65,D34,"(80, 2)",1,19
66,D35,"(94, 25)",7,17
72,D36,"(36, 37)",1,29
73,D37,"(97, 3)",5,23
74,D38,"(66, 47)",4,15
75,D39,"(67, 29)",1,20
77,D40,"(16, 22)",5,30
81,D41,"(10, 17)",2,12
82,D42,"(61, 90)",6,23
84,D43,"(51, 40)",2,16
88,D44,"(58, 66)",1,17
91,D45,"(81, 22)",1,20
92,D46,"(14, 16)",2,15
97,D47,"(26, 66)",4,20
98,D48,"(71, 81)",9,20
