time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(97, 0)",0,10
2,D2,"(60, 80)",9,25
11,D3,"(76, 96)",8,24
15,D4,"(11, 9)",1,17
16,D5,"(21, 43)",3,14
17,D6,"(96, 81)",1,23
18,D7,"(40, 90)",8,20
19,D8,"(55, 42)",3,24
20,D9,"(12, 36)",8,24
24,D10,"(77, 83)",4,18
25,D11,"(65, 47)",4,29
26,D12,"(83, 77)",4,13
27,D13,"(44, 75)",2,19
28,D14,"(73, 55)",5,12
30,D15,"(95, 52)",4,26
32,D16,"(83, 29)",1,19
33,D17,"(41, 16)",2,12
35,D18,"(83, 79)",5,20
36,D19,"(20, 72)",3,27
38,D20,"(82, 97)",4,16
44,D21,"(74, 45)",1,23
46,D22,"(50, 11)",9,19
48,D23,"(28, 37)",6,17
49,D24,"(83, 38)",1,21
50,D25,"(89, 53)",2,23
52,D26,"(39, 2)",8,22
53,D27,"(1, 4)",4,26
56,D28,"(73, 67)",1,24
57,D29,"(18, 88)",9,17
60,D30,"(66, 14)",8,17
61,D31,"(52, 50)",5,18
62,D32,"(82, 39)",0,14
63,D33,"(40, 98)",3,30
65,D34,"(41, 56)",1,24
66,D35,"(38, 35)",5,14
69,D36,"(78, 95)",8,25
72,D37,"(4, 75)",0,10
74,D38,"(30, 0)",7,30
81,D39,"(68, 11)",1,27
82,D40,"(13, 69)",3,27
84,D41,"(54, 49)",1,11
85,D42,"(6, 99)",1,20
89,D43,"(20, 5)",9,29
94,D44,"(34, 70)",9,26
95,D45,"(16, 82)",1,24
