time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(60, 58)",3,18
4,E2,"(70, 80)",2,19
7,E3,"(94, 24)",2,28
9,E4,"(24, 94)",4,23
16,E5,"(28, 31)",6,26
17,E6,"(79, 68)",9,18
21,E7,"(18, 33)",0,11
24,E8,"(28, 13)",9,22
26,E9,"(67, 54)",6,19
28,E10,"(11, 45)",5,12
32,E11,"(34, 73)",4,23
38,E12,"(58, 79)",3,20
45,E13,"(28, 19)",8,10
46,E14,"(83, 30)",4,15
48,E15,"(18, 85)",7,13
55,E16,"(19, 20)",9,24
56,E17,"(95, 83)",6,14
61,E18,"(78, 64)",3,13
63,E19,"(87, 56)",9,17
65,E20,"(99, 29)",0,11
68,E21,"(87, 18)",3,24
69,E22,"(9, 10)",8,16
70,E23,"(38, 27)",6,15
72,E24,"(3, 19)",9,20
75,E25,"(74, 37)",2,23
76,E26,"(70, 33)",3,26
78,E27,"(67, 96)",4,30
79,E28,"(68, 26)",5,10
83,E29,"(18, 24)",2,20
87,E30,"(46, 28)",8,18
91,E31,"(57, 23)",4,22
93,E32,"(49, 83)",4,29
95,E33,"(42, 8)",6,26
97,E34,"(98, 97)",2,16
