time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(70, 83)",0,28
1,E2,"(34, 82)",6,24
4,E3,"(59, 52)",0,11
8,E4,"(76, 75)",9,24
11,E5,"(96, 21)",5,24
17,E6,"(34, 55)",8,13
22,E7,"(46, 56)",1,27
23,E8,"(80, 97)",6,15
24,E9,"(15, 77)",1,30
25,E10,"(36, 13)",8,11
26,E11,"(45, 8)",1,30
31,E12,"(96, 96)",1,27
32,E13,"(3, 52)",6,18
35,E14,"(62, 78)",9,26
36,E15,"(40, 81)",4,21
37,E16,"(77, 17)",5,25
38,E17,"(10, 54)",3,16
40,E18,"(24, 15)",7,20
41,E19,"(17, 47)",9,14
47,E20,"(3, 62)",5,26
48,E21,"(95, 79)",8,10
49,E22,"(63, 70)",7,27
53,E23,"(73, 4)",1,18
54,E24,"(7, 90)",9,21
55,E25,"(4, 65)",3,28
59,E26,"(68, 20)",5,27
60,E27,"(98, 16)",3,17
61,E28,"(94, 90)",2,22
62,E29,"(75, 68)",2,14
66,E30,"(85, 91)",6,22
69,E31,"(6, 82)",8,13
70,E32,"(90, 79)",0,23
71,E33,"(63, 62)",9,21
73,E34,"(27, 99)",6,14
74,E35,"(81, 93)",9,12
76,E36,"(57, 96)",6,28
77,E37,"(62, 58)",4,21
82,E38,"(60, 8)",5,25
83,E39,"(24, 50)",5,24
84,E40,"(19, 14)",4,12
85,E41,"(41, 94)",4,20
87,E42,"(65, 6)",6,25
88,E43,"(80, 14)",8,28
90,E44,"(29, 0)",7,20
91,E45,"(46, 17)",4,25
93,E46,"(71, 25)",6,29
95,E47,"(62, 51)",4,15
96,E48,"(54, 58)",0,13
97,E49,"(28, 55)",9,24
98,E50,"(90, 79)",5,28
99,E51,"(86, 29)",9,30
