time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(99, 64)",7,19
2,E2,"(25, 72)",3,12
3,E3,"(27, 31)",7,20
5,E4,"(68, 92)",7,17
6,E5,"(17, 76)",8,17
8,E6,"(85, 79)",3,28
9,E7,"(57, 85)",1,11
10,E8,"(27, 38)",9,19
17,E9,"(40, 1)",9,24
20,E10,"(14, 54)",7,13
21,E11,"(99, 3)",8,15
22,E12,"(72, 25)",6,29
23,E13,"(33, 3)",8,30
27,E14,"(69, 39)",7,24
28,E15,"(74, 50)",5,18
29,E16,"(18, 41)",3,19
30,E17,"(43, 59)",7,26
33,E18,"(62, 90)",1,18
34,E19,"(63, 25)",4,21
35,E20,"(13, 48)",8,11
40,E21,"(4, 47)",1,15
41,E22,"(70, 7)",6,29
43,E23,"(81, 28)",5,21
48,E24,"(11, 26)",1,24
51,E25,"(89, 48)",2,30
52,E26,"(35, 10)",0,16
55,E27,"(74, 71)",0,19
56,E28,"(21, 80)",9,18
57,E29,"(73, 33)",7,23
60,E30,"(82, 9)",0,21
61,E31,"(77, 85)",1,11
63,E32,"(15, 13)",5,20
65,E33,"(63, 19)",6,15
69,E34,"(100, 67)",2,21
71,E35,"(34, 99)",5,27
72,E36,"(75, 100)",9,21
75,E37,"(21, 87)",5,10
76,E38,"(40, 4)",7,15
77,E39,"(90, 64)",3,25
78,E40,"(42, 72)",4,10
79,E41,"(82, 80)",0,21
84,E42,"(54, 36)",0,16
85,E43,"(29, 100)",9,18
91,E44,"(52, 51)",7,22
92,E45,"(8, 45)",3,17
93,E46,"(90, 63)",8,19
95,E47,"(76, 93)",7,28
97,E48,"(17, 25)",6,11
98,E49,"(61, 11)",9,14
