time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(44, 75)",0,18
2,D2,"(47, 64)",1,11
3,D3,"(75, 46)",8,11
4,D4,"(5, 89)",7,10
5,D5,"(90, 73)",9,10
6,D6,"(67, 74)",0,14
7,D7,"(13, 80)",3,20
8,D8,"(80, 62)",6,25
9,D9,"(88, 0)",7,10
10,D10,"(26, 28)",7,28
11,D11,"(2, 33)",2,27
13,D12,"(89, 98)",4,12
17,D13,"(18, 75)",9,18
19,D14,"(81, 1)",6,16
21,D15,"(15, 49)",2,30
22,D16,"(13, 87)",2,13
24,D17,"(20, 63)",6,16
28,D18,"(39, 64)",0,24
29,D19,"(98, 31)",6,30
31,D20,"(48, 36)",1,25
32,D21,"(68, 3)",3,19
33,D22,"(20, 37)",7,22
34,D23,"(93, 75)",7,10
36,D24,"(86, 58)",5,15
37,D25,"(95, 39)",8,24
38,D26,"(12, 39)",6,30
40,D27,"(49, 67)",5,29
42,D28,"(34, 82)",6,13
45,D29,"(58, 6)",2,10
47,D30,"(91, 55)",4,26
48,D31,"(85, 35)",8,15
51,D32,"(23, 53)",1,14
57,D33,"(47, 37)",1,30
61,D34,"(39, 17)",4,18
63,D35,"(62, 21)",2,20
64,D36,"(99, 48)",2,16
65,D37,"(62, 100)",0,26
66,D38,"(53, 80)",6,17
67,D39,"(4, 82)",7,27
69,D40,"(52, 12)",0,12
71,D41,"(86, 77)",7,13
72,D42,"(14, 48)",1,24
73,D43,"(7, 29)",7,17
78,D44,"(88, 3)",1,12
81,D45,"(60, 27)",0,30
82,D46,"(96, 25)",9,13
83,D47,"(29, 97)",5,20
85,D48,"(17, 28)",2,12
89,D49,"(5, 30)",1,22
91,D50,"(32, 62)",2,12
92,D51,"(22, 8)",9,13
94,D52,"(95, 82)",7,30
96,D53,"(42, 22)",2,14
99,D54,"(91, 22)",9,16
