time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(24, 11)",3,20
4,D2,"(13, 67)",8,14
6,D3,"(17, 92)",7,25
8,D4,"(48, 42)",5,18
10,D5,"(22, 55)",4,15
12,D6,"(2, 44)",4,28
14,D7,"(95, 2)",8,29
16,D8,"(76, 21)",5,24
18,D9,"(69, 29)",0,18
19,D10,"(94, 41)",5,27
20,D11,"(0, 42)",5,26
24,D12,"(37, 36)",4,13
29,D13,"(69, 25)",6,13
30,D14,"(85, 14)",4,19
33,D15,"(28, 33)",6,11
35,D16,"(42, 61)",0,23
37,D17,"(88, 79)",8,30
38,D18,"(81, 12)",8,17
41,D19,"(41, 85)",3,11
42,D20,"(44, 80)",1,24
44,D21,"(85, 82)",8,17
45,D22,"(62, 53)",8,22
47,D23,"(44, 100)",9,17
50,D24,"(51, 79)",5,26
51,D25,"(74, 91)",1,16
54,D26,"(73, 48)",1,12
58,D27,"(36, 9)",1,23
61,D28,"(25, 28)",4,19
65,D29,"(65, 66)",7,17
67,D30,"(51, 20)",2,16
69,D31,"(78, 5)",5,19
70,D32,"(66, 49)",6,24
72,D33,"(18, 83)",0,16
74,D34,"(65, 65)",8,22
75,D35,"(49, 39)",8,30
76,D36,"(38, 20)",4,21
80,D37,"(44, 4)",3,13
81,D38,"(15, 34)",1,12
82,D39,"(55, 2)",8,25
83,D40,"(16, 53)",3,10
86,D41,"(63, 72)",1,27
87,D42,"(35, 96)",6,19
89,D43,"(13, 70)",1,30
90,D44,"(25, 94)",3,16
91,D45,"(59, 87)",4,27
95,D46,"(4, 23)",4,26
96,D47,"(74, 42)",6,11
97,D48,"(67, 92)",9,29
98,D49,"(15, 97)",6,20
99,D50,"(8, 13)",6,16
