time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(14, 78)",4,18
1,D2,"(95, 66)",3,10
5,D3,"(59, 80)",8,24
10,D4,"(16, 25)",8,30
13,D5,"(3, 3)",7,20
14,D6,"(69, 20)",1,15
16,D7,"(85, 26)",8,13
17,D8,"(50, 67)",8,20
19,D9,"(10, 46)",9,13
21,D10,"(92, 76)",4,15
23,D11,"(75, 87)",6,13
28,D12,"(100, 43)",1,30
30,D13,"(26, 56)",0,11
31,D14,"(56, 64)",8,30
32,D15,"(18, 45)",8,25
34,D16,"(15, 76)",9,28
42,D17,"(26, 25)",0,12
45,D18,"(53, 11)",1,10
46,D19,"(14, 13)",2,14
47,D20,"(69, 96)",9,16
51,D21,"(34, 61)",9,30
52,D22,"(49, 34)",4,27
53,D23,"(100, 35)",9,11
54,D24,"(8, 93)",3,11
55,D25,"(67, 41)",4,14
56,D26,"(72, 68)",8,24
57,D27,"(25, 68)",9,26
59,D28,"(5, 11)",3,24
60,D29,"(8, 98)",0,18
62,D30,"(26, 28)",1,21
64,D31,"(13, 36)",0,14
67,D32,"(57, 42)",1,18
69,D33,"(79, 71)",6,12
70,D34,"(88, 60)",7,29
71,D35,"(86, 64)",8,15
72,D36,"(70, 24)",4,20
73,D37,"(17, 36)",5,30
74,D38,"(11, 21)",1,15
78,D39,"(21, 52)",9,14
83,D40,"(8, 14)",9,27
84,D41,"(84, 9)",5,23
85,D42,"(8, 8)",2,29
86,D43,"(54, 64)",8,11
87,D44,"(8, 32)",5,16
89,D45,"(24, 50)",2,27
90,D46,"(93, 58)",4,13
96,D47,"(71, 2)",6,15
97,D48,"(100, 46)",1,16
98,D49,"(90, 73)",0,10
