time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(1, 64)",0,14
3,D2,"(43, 26)",8,14
4,D3,"(20, 53)",1,26
5,D4,"(89, 12)",7,23
8,D5,"(81, 33)",8,22
9,D6,"(24, 3)",4,24
12,D7,"(68, 51)",8,10
14,D8,"(74, 0)",7,23
16,D9,"(48, 33)",2,11
17,D10,"(91, 99)",1,26
18,D11,"(34, 20)",5,20
21,D12,"(30, 9)",9,23
23,D13,"(60, 10)",9,21
28,D14,"(33, 82)",3,12
30,D15,"(75, 63)",1,12
32,D16,"(82, 40)",4,16
33,D17,"(38, 37)",6,16
35,D18,"(27, 42)",6,15
36,D19,"(30, 1)",0,25
37,D20,"(89, 46)",8,12
39,D21,"(70, 2)",1,19
41,D22,"(39, 21)",7,27
42,D23,"(17, 32)",2,16
45,D24,"(21, 40)",5,20
47,D25,"(92, 98)",7,21
48,D26,"(98, 24)",5,25
49,D27,"(19, 33)",7,18
55,D28,"(16, 1)",4,26
56,D29,"(26, 32)",2,16
57,D30,"(61, 14)",3,22
58,D31,"(28, 92)",1,27
61,D32,"(43, 85)",5,15
64,D33,"(81, 79)",5,26
67,D34,"(15, 13)",7,11
69,D35,"(29, 6)",5,21
71,D36,"(92, 63)",3,25
72,D37,"(97, 38)",4,12
73,D38,"(32, 86)",3,30
74,D39,"(37, 97)",1,25
76,D40,"(38, 10)",0,20
78,D41,"(34, 18)",1,25
79,D42,"(35, 62)",2,30
81,D43,"(26, 72)",5,12
84,D44,"(21, 84)",1,21
86,D45,"(44, 3)",9,11
89,D46,"(94, 7)",7,25
90,D47,"(30, 5)",3,27
96,D48,"(17, 74)",6,11
