time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(62, 32)",5,28
2,D2,"(54, 48)",0,29
3,D3,"(37, 45)",0,15
4,D4,"(55, 57)",8,23
6,D5,"(51, 1)",7,11
8,D6,"(78, 88)",0,30
13,D7,"(25, 96)",8,15
15,D8,"(76, 12)",2,28
16,D9,"(68, 76)",5,26
18,D10,"(44, 80)",4,10
19,D11,"(76, 95)",7,10
21,D12,"(49, 62)",3,27
23,D13,"(8, 64)",1,13
24,D14,"(17, 26)",9,26
26,D15,"(72, 33)",2,30
27,D16,"(75, 60)",1,20
28,D17,"(83, 89)",8,19
29,D18,"(35, 52)",9,13
30,D19,"(38, 47)",2,20
32,D20,"(65, 16)",0,26
33,D21,"(96, 43)",8,12
35,D22,"(90, 25)",5,24
38,D23,"(71, 95)",4,30
39,D24,"(40, 27)",3,16
40,D25,"(11, 2)",7,24
41,D26,"(45, 46)",8,12
45,D27,"(89, 48)",3,10
47,D28,"(75, 100)",0,19
48,D29,"(73, 51)",2,24
49,D30,"(5, 62)",6,26
50,D31,"(17, 46)",1,24
52,D32,"(50, 56)",4,15
53,D33,"(63, 93)",8,29
58,D34,"(74, 61)",6,26
59,D35,"(19, 37)",4,27
60,D36,"(17, 26)",0,22
62,D37,"(64, 93)",4,23
65,D38,"(29, 77)",4,26
66,D39,"(99, 96)",5,14
67,D40,"(57, 12)",3,23
69,D41,"(84, 51)",9,11
70,D42,"(74, 78)",9,17
74,D43,"(16, 25)",5,27
75,D44,"(4, 25)",7,25
76,D45,"(44, 82)",4,26
77,D46,"(37, 79)",3,28
78,D47,"(63, 84)",1,26
79,D48,"(42, 98)",2,10
80,D49,"(80, 67)",4,16
81,D50,"(15, 48)",2,24
82,D51,"(94, 99)",6,25
83,D52,"(82, 54)",2,13
85,D53,"(78, 16)",9,24
86,D54,"(21, 43)",0,20
88,D55,"(32, 97)",7,11
89,D56,"(30, 73)",3,17
93,D57,"(83, 93)",2,15
94,D58,"(50, 7)",8,13
96,D59,"(4, 73)",5,23
97,D60,"(41, 6)",2,20
