time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(23, 6)",0,28
3,E2,"(89, 87)",2,27
6,E3,"(57, 47)",9,12
7,E4,"(16, 85)",0,30
8,E5,"(87, 37)",7,12
9,E6,"(7, 19)",6,19
11,E7,"(68, 25)",4,21
12,E8,"(29, 86)",1,20
13,E9,"(96, 2)",6,27
17,E10,"(3, 63)",6,20
18,E11,"(42, 53)",6,24
19,E12,"(10, 12)",1,22
20,E13,"(81, 62)",7,21
22,E14,"(93, 7)",5,15
24,E15,"(74, 61)",8,12
25,E16,"(12, 24)",6,11
27,E17,"(36, 51)",1,26
29,E18,"(31, 65)",6,15
30,E19,"(75, 38)",5,19
32,E20,"(43, 86)",9,16
33,E21,"(89, 45)",9,20
36,E22,"(79, 85)",1,27
37,E23,"(63, 50)",3,16
38,E24,"(60, 1)",8,30
39,E25,"(60, 5)",4,19
43,E26,"(93, 53)",5,21
50,E27,"(37, 86)",5,21
51,E28,"(83, 83)",7,17
52,E29,"(55, 62)",9,28
53,E30,"(56, 5)",4,26
55,E31,"(94, 87)",4,12
58,E32,"(39, 19)",8,19
59,E33,"(18, 7)",8,15
61,E34,"(98, 100)",2,11
64,E35,"(77, 36)",8,23
66,E36,"(25, 18)",7,27
70,E37,"(42, 57)",8,25
71,E38,"(63, 66)",3,10
73,E39,"(41, 26)",5,11
77,E40,"(14, 75)",7,22
78,E41,"(85, 21)",6,16
79,E42,"(53, 15)",5,26
80,E43,"(91, 26)",7,30
82,E44,"(45, 90)",4,12
83,E45,"(48, 40)",5,10
87,E46,"(50, 68)",4,15
89,E47,"(66, 74)",7,10
90,E48,"(77, 58)",1,12
95,E49,"(25, 62)",0,21
96,E50,"(37, 4)",4,13
97,E51,"(35, 62)",0,24
98,E52,"(94, 27)",9,28
99,E53,"(36, 25)",3,28
