time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(57, 76)",3,27
4,E2,"(95, 23)",0,28
5,E3,"(82, 51)",3,19
6,E4,"(34, 4)",7,24
7,E5,"(29, 61)",3,21
8,E6,"(11, 23)",0,10
9,E7,"(81, 36)",8,25
10,E8,"(23, 27)",3,29
11,E9,"(87, 47)",9,19
13,E10,"(87, 16)",2,16
14,E11,"(74, 78)",5,13
16,E12,"(85, 66)",4,16
18,E13,"(21, 42)",2,15
20,E14,"(60, 72)",8,21
21,E15,"(89, 76)",4,28
22,E16,"(40, 50)",0,24
23,E17,"(67, 99)",0,19
24,E18,"(30, 23)",2,30
26,E19,"(3, 30)",3,12
28,E20,"(74, 13)",9,10
30,E21,"(70, 92)",8,15
32,E22,"(97, 87)",7,17
35,E23,"(58, 46)",1,16
37,E24,"(68, 28)",9,29
39,E25,"(79, 12)",4,16
40,E26,"(11, 57)",1,15
42,E27,"(33, 37)",0,24
43,E28,"(89, 86)",9,11
44,E29,"(52, 63)",0,20
49,E30,"(8, 97)",0,11
52,E31,"(14, 92)",9,23
54,E32,"(61, 44)",2,14
57,E33,"(80, 81)",7,11
58,E34,"(69, 31)",2,22
59,E35,"(71, 51)",4,19
60,E36,"(92, 69)",0,12
64,E37,"(88, 96)",7,28
68,E38,"(53, 65)",4,22
69,E39,"(41, 32)",1,18
71,E40,"(88, 33)",0,10
73,E41,"(8, 71)",4,24
75,E42,"(73, 57)",9,30
76,E43,"(27, 63)",8,23
79,E44,"(15, 63)",7,19
82,E45,"(61, 62)",9,13
84,E46,"(3, 61)",1,19
86,E47,"(47, 28)",6,26
87,E48,"(100, 16)",0,26
88,E49,"(58, 40)",8,18
90,E50,"(37, 59)",5,28
91,E51,"(85, 40)",3,11
94,E52,"(64, 54)",9,19
95,E53,"(21, 73)",3,26
96,E54,"(23, 28)",1,11
97,E55,"(78, 55)",2,12
