time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(99, 81)",6,11
1,D2,"(23, 5)",2,15
3,D3,"(35, 24)",2,10
5,D4,"(65, 84)",3,23
6,D5,"(96, 48)",2,22
8,D6,"(32, 27)",5,19
12,D7,"(50, 57)",7,14
13,D8,"(82, 45)",7,19
14,D9,"(92, 95)",8,19
15,D10,"(29, 97)",4,13
16,D11,"(72, 38)",9,26
18,D12,"(30, 84)",5,18
19,D13,"(29, 86)",0,23
20,D14,"(7, 23)",5,14
21,D15,"(56, 59)",1,30
24,D16,"(10, 98)",4,18
26,D17,"(51, 48)",5,17
27,D18,"(70, 86)",2,15
32,D19,"(82, 94)",0,18
33,D20,"(94, 42)",0,17
36,D21,"(76, 1)",4,25
37,D22,"(85, 36)",6,29
38,D23,"(79, 51)",5,12
40,D24,"(84, 58)",1,23
41,D25,"(86, 35)",4,12
42,D26,"(53, 42)",6,23
43,D27,"(60, 5)",6,20
44,D28,"(18, 29)",8,25
45,D29,"(52, 43)",1,10
47,D30,"(99, 36)",4,15
49,D31,"(45, 99)",6,18
51,D32,"(40, 51)",5,23
52,D33,"(53, 96)",7,17
55,D34,"(49, 62)",8,30
58,D35,"(3, 97)",3,16
60,D36,"(17, 30)",1,11
65,D37,"(56, 28)",8,29
66,D38,"(61, 34)",3,12
67,D39,"(80, 92)",0,16
68,D40,"(47, 91)",6,24
69,D41,"(79, 36)",0,13
77,D42,"(59, 18)",9,27
78,D43,"(7, 92)",8,10
79,D44,"(85, 49)",8,22
80,D45,"(91, 29)",1,23
81,D46,"(96, 18)",2,22
83,D47,"(13, 26)",1,13
84,D48,"(77, 50)",3,23
85,D49,"(43, 46)",8,19
86,D50,"(58, 100)",3,16
88,D51,"(73, 74)",7,22
89,D52,"(40, 94)",7,21
90,D53,"(69, 54)",2,16
92,D54,"(40, 0)",7,26
93,D55,"(24, 10)",2,13
94,D56,"(46, 35)",6,15
95,D57,"(66, 62)",7,21
96,D58,"(18, 3)",3,27
98,D59,"(47, 82)",6,19
99,D60,"(84, 92)",0,24
