time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(2, 68)",9,10
1,E2,"(4, 31)",0,30
2,E3,"(11, 89)",2,15
3,E4,"(4, 82)",2,24
4,E5,"(32, 26)",1,24
5,E6,"(48, 89)",6,12
6,E7,"(73, 20)",9,14
8,E8,"(10, 93)",5,18
9,E9,"(20, 27)",1,26
10,E10,"(31, 37)",3,22
14,E11,"(14, 52)",4,23
19,E12,"(68, 44)",5,15
32,E13,"(93, 17)",5,14
33,E14,"(89, 89)",1,19
35,E15,"(59, 86)",1,20
38,E16,"(18, 45)",2,24
40,E17,"(61, 22)",0,18
41,E18,"(99, 81)",8,25
44,E19,"(46, 5)",7,23
46,E20,"(37, 96)",6,20
47,E21,"(85, 11)",7,28
48,E22,"(67, 68)",9,17
50,E23,"(41, 9)",9,21
51,E24,"(48, 60)",9,28
52,E25,"(9, 67)",9,30
54,E26,"(7, 39)",9,18
55,E27,"(6, 43)",4,14
56,E28,"(44, 23)",1,28
57,E29,"(83, 42)",7,28
58,E30,"(76, 65)",7,19
59,E31,"(40, 53)",2,28
62,E32,"(50, 88)",6,13
63,E33,"(76, 95)",3,27
64,E34,"(38, 65)",9,18
67,E35,"(98, 27)",4,16
70,E36,"(68, 24)",3,13
71,E37,"(98, 80)",3,17
75,E38,"(75, 6)",5,24
77,E39,"(3, 47)",3,13
78,E40,"(27, 76)",9,23
79,E41,"(6, 96)",3,30
81,E42,"(41, 33)",2,19
84,E43,"(4, 57)",9,20
86,E44,"(22, 75)",1,29
91,E45,"(6, 67)",9,18
93,E46,"(6, 98)",9,17
94,E47,"(72, 4)",7,20
97,E48,"(8, 37)",9,17
99,E49,"(97, 59)",8,23
