time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(17, 8)",2,18
3,D2,"(0, 20)",6,14
5,D3,"(43, 41)",2,29
7,D4,"(92, 21)",9,28
8,D5,"(69, 69)",7,10
9,D6,"(12, 57)",1,23
11,D7,"(45, 35)",0,16
12,D8,"(71, 28)",4,26
13,D9,"(68, 70)",9,14
15,D10,"(27, 15)",5,29
17,D11,"(84, 0)",8,16
19,D12,"(55, 30)",0,10
22,D13,"(91, 55)",4,14
23,D14,"(96, 81)",5,23
24,D15,"(92, 25)",8,13
26,D16,"(13, 21)",3,27
29,D17,"(92, 97)",2,10
30,D18,"(91, 61)",0,26
31,D19,"(1, 94)",6,20
32,D20,"(58, 10)",2,10
33,D21,"(74, 17)",7,27
34,D22,"(8, 71)",2,20
35,D23,"(35, 22)",9,25
37,D24,"(80, 70)",7,16
39,D25,"(92, 9)",2,13
41,D26,"(66, 90)",9,29
42,D27,"(56, 77)",0,20
44,D28,"(42, 22)",5,20
46,D29,"(14, 3)",6,16
48,D30,"(69, 96)",7,19
49,D31,"(5, 7)",5,10
55,D32,"(5, 45)",4,29
57,D33,"(59, 85)",6,17
60,D34,"(34, 3)",7,11
62,D35,"(18, 94)",8,23
64,D36,"(77, 91)",4,19
66,D37,"(82, 62)",6,28
69,D38,"(3, 65)",6,28
72,D39,"(63, 43)",7,19
74,D40,"(11, 84)",9,25
75,D41,"(11, 27)",1,22
76,D42,"(13, 28)",8,29
77,D43,"(2, 39)",3,11
83,D44,"(95, 18)",0,20
84,D45,"(46, 15)",0,30
85,D46,"(51, 39)",3,13
86,D47,"(59, 95)",8,26
87,D48,"(99, 93)",9,15
88,D49,"(57, 1)",1,20
91,D50,"(66, 73)",0,27
93,D51,"(26, 67)",8,13
94,D52,"(60, 50)",6,20
96,D53,"(61, 61)",0,28
98,D54,"(3, 79)",0,17
