time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(92, 8)",3,18
2,D2,"(8, 76)",1,12
3,D3,"(32, 61)",0,12
6,D4,"(72, 77)",4,13
8,D5,"(53, 78)",8,21
9,D6,"(50, 17)",5,10
10,D7,"(9, 69)",6,22
11,D8,"(16, 0)",4,28
12,D9,"(3, 38)",8,20
14,D10,"(33, 52)",4,27
16,D11,"(5, 75)",8,16
17,D12,"(66, 61)",4,26
18,D13,"(0, 16)",8,10
19,D14,"(36, 12)",0,18
21,D15,"(4, 20)",6,30
23,D16,"(74, 8)",2,27
26,D17,"(11, 76)",7,26
29,D18,"(64, 18)",2,14
35,D19,"(53, 97)",4,23
36,D20,"(80, 26)",8,28
39,D21,"(78, 82)",9,12
44,D22,"(17, 1)",1,14
45,D23,"(26, 13)",7,13
47,D24,"(35, 93)",7,28
49,D25,"(45, 66)",4,14
50,D26,"(11, 66)",6,13
51,D27,"(74, 31)",0,10
52,D28,"(85, 94)",8,13
54,D29,"(17, 10)",5,15
56,D30,"(64, 8)",6,16
58,D31,"(77, 78)",6,29
59,D32,"(22, 3)",3,25
60,D33,"(37, 11)",0,30
61,D34,"(26, 6)",4,22
66,D35,"(88, 48)",6,16
68,D36,"(77, 92)",8,30
70,D37,"(29, 15)",4,22
73,D38,"(54, 42)",3,22
74,D39,"(57, 19)",1,11
75,D40,"(54, 12)",8,11
76,D41,"(1, 83)",7,10
78,D42,"(21, 81)",7,29
80,D43,"(55, 26)",3,28
83,D44,"(58, 67)",6,18
85,D45,"(50, 77)",8,17
87,D46,"(37, 80)",8,30
88,D47,"(83, 70)",6,12
90,D48,"(49, 38)",8,19
91,D49,"(65, 56)",8,20
92,D50,"(49, 27)",5,18
93,D51,"(19, 67)",2,15
94,D52,"(87, 6)",3,25
95,D53,"(35, 71)",1,27
96,D54,"(34, 34)",5,24
97,D55,"(5, 18)",9,14
98,D56,"(37, 31)",6,25
99,D57,"(45, 33)",5,13
