time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(78, 2)",9,17
2,D2,"(95, 65)",7,25
5,D3,"(97, 97)",4,22
6,D4,"(40, 47)",7,16
7,D5,"(30, 14)",7,29
8,D6,"(98, 27)",1,28
10,D7,"(93, 32)",7,30
11,D8,"(24, 49)",0,30
12,D9,"(26, 4)",1,20
17,D10,"(73, 2)",9,17
18,D11,"(18, 47)",7,30
20,D12,"(77, 66)",1,12
22,D13,"(25, 82)",5,20
24,D14,"(56, 74)",0,10
27,D15,"(69, 27)",9,21
33,D16,"(4, 29)",6,10
34,D17,"(56, 26)",7,12
35,D18,"(8, 21)",3,24
36,D19,"(41, 73)",9,28
40,D20,"(36, 44)",1,24
43,D21,"(32, 61)",8,15
44,D22,"(15, 2)",0,16
45,D23,"(53, 72)",5,25
49,D24,"(46, 73)",2,19
50,D25,"(26, 4)",1,17
51,D26,"(50, 36)",5,28
54,D27,"(69, 17)",6,25
55,D28,"(55, 16)",1,27
58,D29,"(22, 99)",0,19
59,D30,"(40, 77)",4,17
60,D31,"(23, 58)",3,12
61,D32,"(72, 8)",2,12
63,D33,"(77, 61)",6,19
66,D34,"(25, 14)",8,23
68,D35,"(45, 18)",1,27
69,D36,"(34, 76)",3,22
78,D37,"(66, 70)",0,15
79,D38,"(26, 91)",7,19
80,D39,"(96, 16)",1,24
81,D40,"(10, 3)",6,22
82,D41,"(11, 39)",2,16
84,D42,"(50, 30)",0,11
86,D43,"(38, 9)",4,28
88,D44,"(4, 24)",8,17
91,D45,"(29, 33)",3,11
92,D46,"(59, 4)",9,22
93,D47,"(85, 40)",8,29
95,D48,"(74, 80)",1,28
96,D49,"(97, 1)",7,26
98,D50,"(15, 82)",6,14
